family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,40.1991,40.2404,-0.08199,76.8495,268.2228,-0.00034744,22.5235,-0.40065,-1.0007
Statistics,Variance,stat_var,ECT3,1103.9177,225.3334,1.2523,186.6004,24514.1395,4.1061,189.7547,190.4763,261.9211
Statistics,Skewness,stat_skew,KE2A,-0.042985,-0.13201,4.1292,0.68554,0.90266,-0.00043226,1.0732,-1.1527,-1.7695
Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.64216,8.2325,38.6065,3.0203,0.81915,0.67255,3.9592,16.2684,15.5672
Statistics,Median,stat_median,Y12H,40,40.5556,-0.10555,77.6159,241.7258,0.00086347,20.7568,-0.22526,-1.0628
Statistics,Minimum,stat_min,1GSF,-144,-86.4815,-10.1381,43.8965,0.52852,-12.76,-25.4269,-198.8675,-255.6073
Statistics,10th percentile,stat_p10,QG58,-1,24.1111,-1.0264,59.2116,89.6778,-2.5141,6.9646,-14.9265,-16.5839
Statistics,90th percentile,stat_p90,8DWT,81,56.4444,0.62342,92.388,483.2888,2.502,40.2488,14.2669,16.0482
Statistics,Maximum,stat_max,84IY,200,243.3704,22.511,213.6565,1070.7128,10.4688,239.2477,133.6528,130.3603
Statistics,Interquartile range,stat_iqr,SALO,43,16.3333,0.75194,21.6294,207.9326,2.5349,17.1704,14.9136,15.9367
Statistics,Range,stat_range,2OJQ,344,329.8519,32.6491,169.76,1070.1843,23.2287,264.6746,332.5203,385.9676
Statistics,Mean absolute deviation,stat_mad,4FUA,25.9435,10.6718,0.60735,11.2305,124.0646,1.5707,10.5764,9.6345,10.8935
Statistics,Robust mean absolute deviation,stat_rmad,1128,17.7959,6.8172,0.32215,8.6282,86.5607,1.0583,7.1587,6.2102,6.7067
Statistics,Median absolute deviation,stat_medad,N72L,25.9425,10.6681,0.60693,11.2182,122.3018,1.5707,10.4781,9.6334,10.8933
Statistics,Coefficient of variation,stat_cov,7TET,0.82652,0.37304,-13.6486,0.17775,0.58373,-5832.2845,0.61159,-34.4472,-16.1728
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.53086,0.20165,-3.0725,0.1423,0.40889,5965.7197,0.39771,-27.023,-9.7533
Statistics,Energy,stat_energy,N8CA,1264035256,857265017.0782,585106.2253,2831392373.3699,44827523809.4588,1908242.3885,323951938.9301,88596191.1072,122190088.5686
Statistics,Root mean square,stat_rms,5ZWQ,52.1525,42.949,1.1221,78.0541,310.5763,2.0263,26.402,13.8071,16.2149
