family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,348.3347,349.6844,2.085,47.1027,81.0208,-0.00033105,9.1177,-2.9926,-14.1678
Statistics,Variance,stat_var,ECT3,1602.946,1404.719,18.8645,1180.5132,10323.9544,2.7855,109.1983,1500.0425,6151.2667
Statistics,Skewness,stat_skew,KE2A,2.4943,2.6134,1.2216,1.9746,4.7395,-0.13227,3.227,-1.4975,-0.94826
Statistics,(Excess) kurtosis,stat_kurt,IPH6,12.5393,11.8609,2.1066,4.9003,32.6374,9.5478,14.3792,6.8963,0.82099
Statistics,Median,stat_median,Y12H,342.0227,342.4794,0.59055,34.8591,53.1562,-0.0032518,5.8323,-0.6608,0.067277
Statistics,Minimum,stat_min,1GSF,27.4516,61.6723,-19.2868,12.9994,0.04395,-19.8211,-8.7063,-384.4553,-355.1095
Statistics,10th percentile,stat_p10,QG58,315.131,319.8096,-1.1161,18.2188,18.871,-1.6745,1.8379,-37.1194,-128.4089
Statistics,90th percentile,stat_p90,8DWT,382.8374,385.0708,9.1054,93.8151,159.2306,1.6696,19.675,37.0109,71.9382
Statistics,Maximum,stat_max,84IY,835.4695,713.526,30.6398,290.6427,1587.8665,17.1395,121.4864,192.0052,242.0934
Statistics,Interquartile range,stat_iqr,SALO,28.3016,25.0571,3.2688,35.9927,56.731,1.559,7.3633,30.662,89.6575
Statistics,Range,stat_range,2OJQ,808.0179,651.8537,49.9266,277.6433,1587.8225,36.9607,130.1927,576.4605,597.2029
Statistics,Mean absolute deviation,stat_mad,4FUA,24.551,23.0608,3.1712,25.3398,56.4137,1.1236,6.6158,25.0438,60.3837
Statistics,Robust mean absolute deviation,stat_rmad,1128,12.3221,11.1418,1.7687,15.8207,25.7747,0.66327,3.3605,13.4555,39.6957
Statistics,Median absolute deviation,stat_medad,N72L,23.7696,21.9257,2.8013,23.3205,49.7378,1.1236,5.9099,24.9381,59.2447
Statistics,Coefficient of variation,stat_cov,7TET,0.11494,0.10718,2.0832,0.72944,1.2541,-5041.5817,1.1461,-12.9419,-5.5358
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.04126,0.036457,1.1267,0.43343,0.47099,1083.4389,0.52448,-21.7995,-10.3304
Statistics,Energy,stat_energy,N8CA,21535027130.5547,21665339370.9349,4065898.2934,595423155.535,2958277457.081,487934.3031,33690065.9884,264326710.8098,1112659561.9128
Statistics,Root mean square,stat_rms,5ZWQ,350.628,351.6872,4.8178,58.3024,129.9551,1.669,13.8683,38.8458,79.6994
