family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,5.4046,5.3673,-0.11415,2.1688,2.0005,-1.2221e-05,0.90393,0.038817,0.51539
Statistics,Variance,stat_var,ECT3,24.443,21.2606,1.3813,0.73708,3.9016,0.00018963,0.41464,4.5294,10.8879
Statistics,Skewness,stat_skew,KE2A,1.5305,1.4735,-1.3382,0.53237,1.4763,-0.027035,1.2878,0.34259,0.68277
Statistics,(Excess) kurtosis,stat_kurt,IPH6,2.2285,2.1305,2.7161,-0.18636,1.8598,1.5832,2.427,1.7807,1.0001
Statistics,Median,stat_median,Y12H,3.8265,4.0488,0.14905,2.0671,1.3039,-3.8245e-05,0.77116,-0.11769,0.17577
Statistics,Minimum,stat_min,1GSF,0.29672,0.36686,-6.8297,0.41112,0.0084569,-0.079564,-0.53909,-10.9028,-7.9512
Statistics,10th percentile,stat_p10,QG58,0.84906,0.91276,-1.7551,1.1433,0.24059,-0.016473,0.22351,-2.3384,-3.3178
Statistics,90th percentile,stat_p90,8DWT,12.405,11.7982,0.98767,3.454,4.9489,0.016423,1.7478,2.5813,4.6551
Statistics,Maximum,stat_max,84IY,29.7152,27.2431,4.3736,4.6796,11.9587,0.079745,5.1307,10.1511,15.2917
Statistics,Interquartile range,stat_iqr,SALO,5.811,5.5195,1.0028,1.1231,2.3701,0.015938,0.78273,2.3028,4.1341
Statistics,Range,stat_range,2OJQ,29.4185,26.8762,11.2033,4.2684,11.9503,0.15931,5.6698,21.0539,23.2429
Statistics,Mean absolute deviation,stat_mad,4FUA,3.78,3.5257,0.8373,0.68408,1.5316,0.010337,0.49257,1.5655,2.5431
Statistics,Robust mean absolute deviation,stat_rmad,1128,2.4865,2.3357,0.46313,0.47632,1.0226,0.0067021,0.32834,0.97545,1.6967
Statistics,Median absolute deviation,stat_medad,N72L,3.5609,3.3593,0.78581,0.6791,1.4309,0.010337,0.48096,1.5595,2.5274
Statistics,Coefficient of variation,stat_cov,7TET,0.91477,0.85907,-10.2962,0.39585,0.98737,-1126.8042,0.71236,54.827,6.4023
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.63445,0.59687,16.0009,0.26707,0.70828,250.1722,0.46929,-105.7162,6.1212
Statistics,Energy,stat_energy,N8CA,1473957.0911,1375494.6109,38306.2105,149471.969,217129.3913,5.2097,33837.8945,124473.5475,306408.6687
Statistics,Root mean square,stat_rms,5ZWQ,7.3248,7.0759,1.1808,2.3326,2.8113,0.013771,1.1098,2.1286,3.3397
