family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,41.0009,41.0006,-0.0097412,61.3811,58.6491,-0.00033049,18.2116,-0.026225,1.0721
Statistics,Variance,stat_var,ECT3,692.7005,140.2804,0.30133,66.5895,1861.6801,3.0858,113.3616,102.79,149.1756
Statistics,Skewness,stat_skew,KE2A,0.012114,-0.22402,-0.40316,-0.051024,1.547,-0.010248,0.65978,-0.084197,0.65241
Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.1705,0.87777,1.7856,0.41292,3.3777,0.38154,0.80865,0.33117,1.1562
Statistics,Median,stat_median,Y12H,41,41.2222,0.013248,61.4588,47.2354,0.0023979,17.0373,0.11343,-0.19091
Statistics,Minimum,stat_min,1GSF,-111,-66.8519,-3.6697,32.0683,0.016084,-9.4837,-21.351,-57.7887,-44.5871
Statistics,10th percentile,stat_p10,QG58,8,26.1481,-0.66115,51.155,16.0782,-2.21,5.7035,-12.8623,-13.1659
Statistics,90th percentile,stat_p90,8DWT,75,55.7037,0.62857,71.411,117.342,2.208,32.2678,12.6597,16.4253
Statistics,Maximum,stat_max,84IY,161,93.2593,4.02,99.5355,436.7612,9.0105,88.1864,49.8933,56.1437
Statistics,Interquartile range,stat_iqr,SALO,34,15.2593,0.64888,10.4206,50.6366,2.2627,13.7999,13.3861,15.5403
Statistics,Range,stat_range,2OJQ,272,160.1111,7.6897,67.4673,436.7451,18.4942,109.5374,107.682,100.7308
Statistics,Mean absolute deviation,stat_mad,4FUA,20.8388,9.259,0.41426,6.3853,32.7542,1.3784,8.3551,8.0072,9.4906
Statistics,Robust mean absolute deviation,stat_rmad,1128,14.6175,6.3426,0.27183,4.3512,21.6009,0.94379,5.7375,5.5451,6.4758
Statistics,Median absolute deviation,stat_medad,N72L,20.8388,9.2572,0.41381,6.385,31.4296,1.3784,8.3021,8.0065,9.4366
Statistics,Coefficient of variation,stat_cov,7TET,0.64192,0.28887,-56.3517,0.13294,0.73568,-5315.2685,0.58463,-386.5923,11.3926
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.41463,0.18542,46.7185,0.084795,0.47849,1006.5003,0.39204,267.5668,13.3385
Statistics,Energy,stat_energy,N8CA,1003026125,769595210.5021,127364.6316,1620132067.6999,2240077744.8759,1303886.4924,188043010.2476,43433679.703,63519067.6786
Statistics,Root mean square,stat_rms,5ZWQ,48.7214,42.6771,0.54902,61.9211,72.8107,1.7566,21.0956,10.1386,12.2607
