feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,441.9563,444.8765,1.2608,65.1373,47.6511,-0.0056726,,,
stat_var,Statistics,Variance,ECT3,4450.3896,4076.287,52.5074,1987.4368,1311.9695,0.46791,,,
stat_skew,Statistics,Skewness,KE2A,1.3943,1.2411,-0.49042,1.4995,1.905,-0.030361,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,4.4277,3.1264,0.012462,2.7044,5.643,3.3027,,,
stat_median,Statistics,Median,Y12H,432.1009,434.243,2.0233,51.4878,38.2018,0.00019753,,,
stat_min,Statistics,Minimum,1GSF,237.2497,281.2189,-26.2638,15.6256,0.3315,-3.8185,,,
stat_p10,Statistics,10th percentile,QG58,373.0313,377.1083,-9.6922,23.9079,13.1375,-0.76405,,,
stat_p90,Statistics,90th percentile,8DWT,517.9821,519.7017,10.2097,125.7782,92.0274,0.73939,,,
stat_max,Statistics,Maximum,84IY,928.6626,865.8896,18.5152,326.9307,311.1827,4.3512,,,
stat_iqr,Statistics,Interquartile range,SALO,77.5232,79.4119,8.5514,58.2001,40.2212,0.69667,,,
stat_range,Statistics,Range,2OJQ,691.4129,584.6707,44.779,311.3051,310.8512,8.1697,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,49.2097,48.7548,5.6037,34.7779,26.5787,0.48694,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,31.8706,32.8078,3.7583,24.2085,17.0347,0.29678,,,
stat_medad,Statistics,Median absolute deviation,N72L,48.5704,48.0972,5.5548,33.3358,25.4352,0.48691,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.15095,0.14351,5.7475,0.68441,0.76013,-120.5879,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.08884,0.090329,2.3237,0.495,0.46878,-84.5896,,,
stat_energy,Statistics,Energy,N8CA,3449727357.0915,3487987342.7452,934145.215,107584994.4375,61864251.9406,8080.4797,,,
stat_rms,Statistics,Root mean square,5ZWQ,446.9628,449.4345,7.3551,78.9323,59.8548,0.68407,,,
