feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,39.6594,39.65,0.0068493,50.4236,160.4657,2.2603e-05,,,
stat_var,Statistics,Variance,ECT3,540.3293,215.5173,1.8048,88.584,7514.5427,0.7603,,,
stat_skew,Statistics,Skewness,KE2A,-0.42433,-1.1263,8.9293,0.62517,0.7634,-0.014882,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.96607,3.7283,137.3846,1.2147,0.5403,0.23884,,,
stat_median,Statistics,Median,Y12H,41,41.1481,-0.046331,49.6136,148.7339,0.0049133,,,
stat_min,Statistics,Minimum,1GSF,-115,-71.2222,-5.3641,23.2088,0.16296,-4.1338,,,
stat_p10,Statistics,10th percentile,QG58,11,22.0741,-0.76891,39.1155,58.1235,-1.1058,,,
stat_p90,Statistics,90th percentile,8DWT,68,56.2222,0.65122,62.7184,278.7307,1.0986,,,
stat_max,Statistics,Maximum,84IY,156,122.8519,31.5078,163.7485,629.6772,4.4162,,,
stat_iqr,Statistics,Interquartile range,SALO,29,17.4444,0.68186,12.3813,116.1877,1.1458,,,
stat_range,Statistics,Range,2OJQ,271,194.0741,36.8719,140.5396,629.5143,8.5499,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,18.1097,11.0013,0.57935,7.4139,68.9348,0.68873,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,12.4548,7.2892,0.28784,5.1402,48.3161,0.47583,,,
stat_medad,Statistics,Median absolute deviation,N72L,18.0872,10.9333,0.57704,7.3854,68.3026,0.68872,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.58612,0.37025,196.1434,0.18666,0.54022,38576.4549,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.35802,0.21477,-6.9292,0.12391,0.37802,2671.4317,,,
stat_energy,Statistics,Energy,N8CA,745266246,630453271.8272,636535.4966,927927874.259,11731233522.2653,268138.3516,,,
stat_rms,Statistics,Root mean square,5ZWQ,45.9695,42.2805,1.3435,51.2945,182.3836,0.87195,,,
