feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,40.1991,40.2403,-0.081988,76.593,268.2228,-0.00014115,,,
stat_var,Statistics,Variance,ECT3,1103.9082,225.3336,1.2523,286.4482,24514.8673,3.6044,,,
stat_skew,Statistics,Skewness,KE2A,-0.042996,-0.132,4.1293,0.7536,0.90278,0.010418,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.64221,8.2325,38.6069,2.7708,0.81948,0.67644,,,
stat_median,Statistics,Median,Y12H,40,40.5556,-0.10561,75.5721,241.7304,-0.0022067,,,
stat_min,Statistics,Minimum,1GSF,-144,-86.4815,-10.138,34.0092,0.52873,-11.6005,,,
stat_p10,Statistics,10th percentile,QG58,-1,24.1481,-1.0264,55.7674,89.6659,-2.3481,,,
stat_p90,Statistics,90th percentile,8DWT,81,56.4444,0.62334,98.1806,483.2483,2.3434,,,
stat_max,Statistics,Maximum,84IY,200,243.3704,22.5114,313.0667,1070.7198,9.4201,,,
stat_iqr,Statistics,Interquartile range,SALO,43,16.3333,0.75195,23.6368,207.9413,2.3757,,,
stat_range,Statistics,Range,2OJQ,344,329.8519,32.6494,279.0575,1070.1911,21.0205,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,25.9434,10.6718,0.60735,13.484,124.0657,1.4719,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,17.7959,6.8169,0.32215,9.6609,86.5602,0.99219,,,
stat_medad,Statistics,Median absolute deviation,N72L,25.9424,10.6681,0.60693,13.4612,122.3024,1.4719,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.82651,0.37304,-13.6493,0.22097,0.58374,-13450.1399,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.53086,0.20165,-3.0727,0.15608,0.4089,-638.446,,,
stat_energy,Statistics,Energy,N8CA,1264030214,857263894.1591,585126.8125,2859505641.5461,44827843383.4723,1675078.6009,,,
stat_rms,Statistics,Root mean square,5ZWQ,52.1524,42.949,1.1221,78.4407,310.5774,1.8985,,,
