feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,25.7204,25.5644,-0.50365,34.674,114.2879,1.2114e-05,,,
stat_var,Statistics,Variance,ECT3,786.6985,572.7157,4.1667,186.3457,4382.0846,0.44906,,,
stat_skew,Statistics,Skewness,KE2A,-1.506,-2.53,-6.8216,12.3383,0.85715,0.03106,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,3.2295,9.2464,65.9199,246.3755,0.71985,1.8451,,,
stat_median,Statistics,Median,Y12H,31,31.3333,-0.14079,33.112,103.3507,-0.00018459,,,
stat_min,Statistics,Minimum,1GSF,-200,-307.8889,-29.0627,14.0735,0.11832,-6.3176,,,
stat_p10,Statistics,10th percentile,QG58,-7,-1.8519,-1.9361,25.2401,38.118,-0.82934,,,
stat_p90,Statistics,90th percentile,8DWT,54,44.6667,0.54351,44.2096,205.953,0.82929,,,
stat_max,Statistics,Maximum,84IY,113,72.4074,5.928,435.8282,497.4938,6.5682,,,
stat_iqr,Statistics,Interquartile range,SALO,27,15.5185,0.9395,9.7298,89.346,0.85977,,,
stat_range,Statistics,Range,2OJQ,313,380.2963,34.9906,421.7548,497.3754,12.8858,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,19.7959,15.1948,0.96476,6.6506,52.7445,0.52121,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,11.5888,7.0535,0.44072,4.0591,37.1082,0.3571,,,
stat_medad,Statistics,Median absolute deviation,N72L,19.292,14.0813,0.88943,6.5162,52.0397,0.52121,,,
stat_cov,Statistics,Coefficient of variation,7TET,1.0905,0.93613,-4.053,0.39369,0.57922,55316.4649,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.45763,0.25165,-1.7822,0.14523,0.41057,-655.2837,,,
stat_energy,Statistics,Energy,N8CA,574056187,486065409.3909,1752175.3922,550430905.8704,6914433320.744,177997.8775,,,
stat_rms,Statistics,Root mean square,5ZWQ,38.0557,35.0179,2.1025,37.2644,132.0751,0.67012,,,
