feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,267.3206,268.1103,1.7935,42.4545,60.0694,-0.001706,,,
stat_var,Statistics,Variance,ECT3,10541.2503,10043.4737,25.2737,1029.5122,3888.1389,0.88675,,,
stat_skew,Statistics,Skewness,KE2A,2.9381,2.9152,0.91357,2.9847,4.3479,-0.0009138,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,12.0475,11.8936,2.781,13.6223,28.9443,11.4929,,,
stat_median,Statistics,Median,Y12H,239.0715,240.2756,1.1714,31.7565,44.5651,-0.00086426,,,
stat_min,Statistics,Minimum,1GSF,124.415,123.8581,-24.3707,8.3874,0.075623,-13.7564,,,
stat_p10,Statistics,10th percentile,QG58,187.8783,189.823,-3.0319,18.6386,15.855,-0.98269,,,
stat_p90,Statistics,90th percentile,8DWT,386.0101,384.9724,7.8648,77.8594,112.1351,0.98506,,,
stat_max,Statistics,Maximum,84IY,1076.7208,1041.0225,24.8133,437.4212,899.4594,15.0841,,,
stat_iqr,Statistics,Interquartile range,SALO,72.2367,71.2614,3.3965,26.9879,44.1275,0.94381,,,
stat_range,Statistics,Range,2OJQ,952.3058,917.1644,49.184,429.0339,899.3838,28.8405,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,66.132,64.8632,3.3044,21.4258,36.5476,0.65046,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,33.5136,32.9461,1.6166,11.9921,19.1648,0.39921,,,
stat_medad,Statistics,Median absolute deviation,N72L,59.8076,58.4811,3.2368,19.3882,33.8207,0.65046,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.38407,0.37379,2.8031,0.75577,1.038,-551.9811,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.14733,0.14422,1.2803,0.3686,0.45192,-463.2982,,,
stat_energy,Statistics,Energy,N8CA,34771778845.5925,34739983975.5764,12080932.7622,1200830500.4205,3178789359.134,376017.7378,,,
stat_rms,Statistics,Root mean square,5ZWQ,286.3592,286.2282,5.3376,53.2155,86.5822,0.94168,,,
