feature_tag;family;feature_name;ibsi_identifier;ID_1;ID_2;ID_3;ID_4;ID_5;ID_6;ID_7;ID_8;ID_9
stat_mean;Statistics;Mean;Q4LE;7.861349;7.718791;-0.390549153484256;3.1608794;3.07707698110347;-6.31958e-05;1.7318807;0.0360214455527406;0.456893755629374
stat_var;Statistics;Variance;ECT3;25.881989;21.12384;2.38254671030716;1.0128036;5.51476576223681;0.0027102;1.1846099;1.56384557693261;7.32460143833981
stat_skew;Statistics;Skewness;KE2A;0.68072949263587;0.606246456726509;-0.623698911279251;0.328670978950375;1.17542026015273;0.155044274614432;1.0797447915551;0.328168282975915;-0.14581605165189
stat_kurt;Statistics;(Excess) kurtosis;IPH6;-0.0789859189448734;-0.19379432335605;0.494652856407924;-0.38605207260222;1.47913257797625;0.826935964389334;1.52623949240783;1.71546360657884;0.301430778055954
stat_median;Statistics;Median;Y12H;7.3278956;7.3484616;-0.131838623465778;3.0838044;2.60318434702383;-0.0004893048;1.5303165;-0.0024464680679952;0.397221275429726
stat_min;Statistics;Minimum;1GSF;0.60882306;0.8881066;-7.87240830051168;0.896342;0.028874189957499;-0.23437776;-0.8904452;-5.60404949473948;-10.3672988997105
stat_p10;Statistics;10th percentile;QG58;1.76637010574341;2.01806116104126;-2.47231169907651;1.91510798931122;0.5545501076736;-0.0647150561213493;0.542704904079437;-1.44278643124719;-2.93454781634633
stat_p90;Statistics;90th percentile;8DWT;14.7919998168945;14.0510343551636;1.33254744256636;4.59173316955567;6.31019886733993;0.063143564760685;3.21661024093628;1.53615145671393;3.90733897746042
stat_max;Statistics;Maximum;84IY;26.487434;22.582085;4.4078232025274;5.8384123;14.2320518835136;0.21200632;7.0962586;6.85385826207658;8.65381834085103
stat_iqr;Statistics;Interquartile range;SALO;7.68517351150513;6.71884763240814;2.03681797838364;1.41628384590149;3.07313289554797;0.06150540150702;1.35245281457901;1.40919487663534;3.4197081608036
stat_range;Statistics;Range;2OJQ;25.87861;21.693977;12.2802315030391;4.9420705;14.2031776935561;0.44638407;7.986704;12.4579077568161;19.0211172405615
stat_mad;Statistics;Mean absolute deviation;4FUA;4.164875;3.735539;1.23189445938342;0.8159051;1.84037568687732;0.039678596;0.84105915;0.93359063812893;2.13080722318049
stat_rmad;Statistics;Robust mean absolute deviation;1128;3.0833201;2.7297876;0.860132388479132;0.5811081;1.28348806003727;0.026018871;0.56506246;0.59919528107574;1.46411849117452
stat_medad;Statistics;Median absolute deviation;N72L;4.143423;3.7230377;1.21515097445473;0.81373113;1.80369012473291;0.03967697;0.82605505;0.933098211725869;2.13025312144527
stat_cov;Statistics;Coefficient of variation;7TET;0.6471452;0.59543884;-3.95225548730846;0.31838652;0.763176825070335;-823.7822;0.62844855;34.716488907004;5.92347795308318
stat_qcod;Statistics;Quartile coefficient of dispersion;9S40;0.530791640123479;0.467477719886521;-3.16592457219725;0.227236856138173;0.559412397520175;-31.1357810379895;0.418150995597696;140.43170926811;3.03446469604406
stat_energy;Statistics;Energy;N8CA;852189.2;784358.06;24638.3973421463;106947.51;145621.414747462;26.340473;40664.5;15211.6259975895;73216.6611335506
stat_rms;Statistics;Root mean square;5ZWQ;9.36390973829813;8.98351694810379;1.59219199583292;3.31722204814964;3.87080980027096;0.0520596201613857;2.04548795885328;1.25105680185686;2.74469549172088
