family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,30.694,32.496,6.513,66.06,53.679,0.037751,9.711,3.7173,16.65
Statistics,Variance,stat_var,ECT3,883.1,1032.0,73.807,2361.0,1404.1,9.8285,76.837,2177.1,3947.8
Statistics,Skewness,stat_skew,KE2A,0.80198,1.6561,0.51184,1.3212,1.4415,-0.016628,3.5871,-0.64186,-1.1594
Statistics,(Excess) kurtosis,stat_kurt,IPH6,5.2309,6.4683,-0.86757,0.47492,2.1443,5.3561,22.646,3.7617,1.7022
Statistics,Median,stat_median,Y12H,29.0,29.0,3.0,43.0,45.0,0.0,7.0,1.0,22.0
Statistics,Minimum,stat_min,1GSF,-99.0,-74.0,-20.0,22.0,0.0,-20.0,-3.0,-200.0,-200.0
Statistics,10th percentile,stat_p10,QG58,1.0,4.0,-2.0,28.0,16.0,-3.0,3.0,-33.0,-47.0
Statistics,90th percentile,stat_p90,8DWT,63.0,64.0,20.0,153.0,104.0,3.0,19.0,69.0,84.0
Statistics,Maximum,stat_max,84IY,200.0,200.0,27.0,200.0,200.0,18.0,129.0,153.0,150.0
Statistics,Interquartile range,stat_iqr,SALO,27.0,23.0,14.0,56.0,42.0,2.0,7.0,34.0,79.0
Statistics,Range,stat_range,2OJQ,299.0,274.0,47.0,178.0,200.0,38.0,132.0,353.0,350.0
Statistics,Mean absolute deviation,stat_mad,4FUA,20.145,20.2,7.471,39.306,28.08,1.8362,5.6128,30.45,47.826
Statistics,Robust mean absolute deviation,stat_rmad,1128,11.796,10.122,6.1231,26.63,18.013,0.86486,3.1702,16.595,32.058
Statistics,Median absolute deviation,stat_medad,N72L,20.094,19.796,7.144,33.953,27.034,1.8239,5.1425,30.304,47.7
Statistics,Coefficient of variation,stat_cov,7TET,0.96816,0.98857,1.3191,0.73554,0.69807,83.045,0.90266,12.552,3.7736
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.45763,0.38983,1.0,0.47458,0.4375,inf,0.41176,17.0,1.549
Statistics,Energy,stat_energy,N8CA,58309000.0,64875000.0,3712900.0,162890000.0,126510000.0,314030.0,5467200.0,67834000.0,114060000.0
Statistics,Root mean square,stat_rms,5ZWQ,42.723,45.694,10.781,82.006,65.465,3.1353,13.082,46.807,65.0
