feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,304.8068542480469,308.58429555244237,0,0,0,0,0,0,0
stat_var,Statistics,Variance,ECT3,12168.134765625,10490.347526326133,0,0,0,0,0,0,0
stat_skew,Statistics,Skewness,KE2A,0.9243610996692708,1.2011385006144806,0,0,0,0,0,0,0
stat_kurt,Statistics,(Excess) kurtosis,IPH6,3.6494590737565256,3.555015593335412,0,0,0,0,0,0,0
stat_median,Statistics,Median,Y12H,296.6674499511719,296.6909597891346,0,0,0,0,0,0,0
stat_min,Statistics,Minimum,1GSF,0.3664828836917877,41.20398199447867,0,0,0,0,0,0,0
stat_p10,Statistics,10th percentile,QG58,202.4705551147461,208.34649005466045,0,0,0,0,0,0,0
stat_p90,Statistics,90th percentile,8DWT,426.43200378417976,429.9470574273004,0,0,0,0,0,0,0
stat_max,Statistics,Maximum,84IY,919.7837524414062,888.7621912073204,0,0,0,0,0,0,0
stat_iqr,Statistics,Interquartile range,SALO,76.74302673339844,76.86649605079936,0,0,0,0,0,0,0
stat_range,Statistics,Range,2OJQ,919.4172973632812,847.5582092128417,0,0,0,0,0,0,0
stat_mad,Statistics,Mean absolute deviation,4FUA,71.41754913330078,68.40758968379815,0,0,0,0,0,0,0
stat_rmad,Statistics,Robust mean absolute deviation,1128,35.222957611083984,35.30383714529129,0,0,0,0,0,0,0
stat_medad,Statistics,Median absolute deviation,N72L,70.89112854003906,67.22564921158893,0,0,0,0,0,0,0
stat_cov,Statistics,Coefficient of variation,7TET,0.3618988990783691,0.331910596415987,0,0,0,0,0,0,0
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.1291767995028365,0.12859584284662728,0,0,0,0,0,0,0
stat_energy,Statistics,Energy,N8CA,3777879552.0,3800863267.2757926,0,0,0,0,0,0,0
stat_rms,Statistics,Root mean square,5ZWQ,324.1532897949219,325.13783998163495,0,0,0,0,0,0,0
