id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;gabor_s_5.0_g_1.5_l_2.0_2D_stat_mean;gabor_s_5.0_g_1.5_l_2.0_2D_stat_var;gabor_s_5.0_g_1.5_l_2.0_2D_stat_skew;gabor_s_5.0_g_1.5_l_2.0_2D_stat_kurt;gabor_s_5.0_g_1.5_l_2.0_2D_stat_median;gabor_s_5.0_g_1.5_l_2.0_2D_stat_min;gabor_s_5.0_g_1.5_l_2.0_2D_stat_p10;gabor_s_5.0_g_1.5_l_2.0_2D_stat_p90;gabor_s_5.0_g_1.5_l_2.0_2D_stat_max;gabor_s_5.0_g_1.5_l_2.0_2D_stat_iqr;gabor_s_5.0_g_1.5_l_2.0_2D_stat_range;gabor_s_5.0_g_1.5_l_2.0_2D_stat_mad;gabor_s_5.0_g_1.5_l_2.0_2D_stat_rmad;gabor_s_5.0_g_1.5_l_2.0_2D_stat_medad;gabor_s_5.0_g_1.5_l_2.0_2D_stat_cov;gabor_s_5.0_g_1.5_l_2.0_2D_stat_qcod;gabor_s_5.0_g_1.5_l_2.0_2D_stat_energy;gabor_s_5.0_g_1.5_l_2.0_2D_stat_rms
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;54.26018470411012;317.1008504878564;1.4590780940558656;3.5718444723917218;50.78301683217133;15.107924450509156;35.68916658542902;77.14087466427989;190.6257098184553;19.57760220713019;175.51778536794615;13.200750313199023;8.421522235361563;12.872134478649858;0.3281840238935905;0.18756831659453352;368118942.5978244;57.107516971165914
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125226;-47.25231;-973.0;346.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;56.08010982580496;379.9106305392453;1.5051071819484205;3.607730296861627;51.89962586434683;15.107924450509156;36.12212199018674;81.70912812174545;215.13561246110726;21.27830796466003;200.0276880105981;14.458577244775972;9.21170820053466;14.027386525799034;0.3475616637889565;0.198146501558992;441407793.56948555;59.37077857510032
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137994;-73.77579;-1000.0;393.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;138072;-73.42411;-1000.0;801.0;57.89895286349784;441.5490883296746;1.4843600500676883;3.313272683961597;53.11701109744744;15.107924450509156;36.598811413094275;86.04975344167515;219.167659160131;23.152003760589707;204.05973470962184;15.683924081239365;10.045290990576083;15.166493388770744;0.36292658891902224;0.20937084932535693;523526857.65366626;61.594137959867744
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;-2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;46.85807852506708;245.33871738730068;1.5618851309168844;4.191214016199963;43.72800868798858;12.389695956991925;30.781462898190885;66.95537150521848;175.61102143754314;16.890328942692562;163.22132548055123;11.52040969915971;7.285770634146229;11.209671073811972;0.33427089903089263;0.18811041749726948;275600723.41961485;49.406661903519186
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;0.0;0.0;0.25;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125203;-47.0454;-969.0;393.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;48.514762496431224;296.9624423580041;1.6078776576693996;4.230925377369964;44.718571564748444;12.389695956991925;31.16096666653204;71.18137338325701;200.50969729982683;18.457742506356283;188.1200013428349;12.686657829367014;8.010693648846477;12.272341799476443;0.35520318683858904;0.199474896139344;331868658.6637478;51.484411450876415
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137920;-73.28386;-1000.0;398.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137994;-72.95814;-1001.0;788.0;50.1687345377725;347.57272318556085;1.5740324085809287;3.814728263527667;45.80390477958663;12.389695956991925;31.540841336625455;75.14188714762422;203.37668744403138;20.251398679462014;190.98699148703946;13.83289471696713;8.793193369611542;13.325816403916445;0.3716119718743765;0.2120414267751008;395068343.4945082;53.520787067335334
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;-2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;36.53406397713517;174.35114265509156;1.754728025674046;5.592473229579182;33.73017516370794;9.705910443383608;23.381233124766897;53.492354394529904;161.32076989991697;13.938266269665935;151.61485945653337;9.609391654635614;6.019635591713793;9.303518579727337;0.36142185786347786;0.2003519768174924;170438017.7380491;38.84699439262319
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;0.0;0.0;0.5;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.31508;-988.0;397.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;37.996827492271514;213.8436715944246;1.7976580965857583;5.620588243340437;34.58959702997408;9.705910443383608;23.686137449254385;57.02546993246636;176.041616771187;15.344654235917453;166.3357063278034;10.658271764346445;6.678765597378136;10.256889085996681;0.3848583061370996;0.2131827338665719;207563336.34704795;40.7136656550582
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137904;-73.57337;-999.0;397.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137980;-73.24923;-1001.0;797.0;39.46289287452851;252.64845325779817;1.7340350354106904;4.887332272258754;35.52114104819522;9.705910443383608;23.989523830943902;60.38086561983876;176.041616771187;16.980600903052483;166.3357063278034;11.697218312577924;7.390213442783363;11.212024879963868;0.4027813965006534;0.2275854480346603;249601877.72197562;42.54372300685861
phantom;;5.A;CT;5.A;-1.0;0;-15.0;-1;-2.0;0.0;0.75;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;46.948769363482356;245.7123542076044;1.5377413233733275;4.076535041132056;43.77313263728486;13.309028032274712;30.795942304810822;67.20147464719332;179.34749645166227;17.006648019430507;166.03846841938756;11.568747890866364;7.344295120916349;11.259793850578859;0.3338791380225894;0.18875376658137485;276583831.2546051;49.49645743841739
