id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;log_s_1.5_stat_mean;log_s_1.5_stat_var;log_s_1.5_stat_skew;log_s_1.5_stat_kurt;log_s_1.5_stat_median;log_s_1.5_stat_min;log_s_1.5_stat_p10;log_s_1.5_stat_p90;log_s_1.5_stat_max;log_s_1.5_stat_iqr;log_s_1.5_stat_range;log_s_1.5_stat_mad;log_s_1.5_stat_rmad;log_s_1.5_stat_medad;log_s_1.5_stat_cov;log_s_1.5_stat_qcod;log_s_1.5_stat_energy;log_s_1.5_stat_rms
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;-2.4513860514651764;382.7523280289279;0.23237436198722103;8.996266939158044;-0.5418467489909287;-164.79158555183136;-21.86151203551985;7.5362110981655075;179.604759639122;7.256271426994127;344.39634519095335;10.64244960587779;3.9098676450721466;10.344200498092976;-7.98081437744668;-2.8663637134940005;43881856.799975105;19.717038864957534
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125226;-47.25231;-973.0;346.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;-2.3758917361550336;501.1129724146717;0.3107346372791568;6.952312231194311;-0.5688177196880086;-164.79158555183136;-25.94868066868362;12.82583369989122;183.04321456674245;8.357094544743152;347.8348001185738;12.528215778494598;4.762162656447096;12.28094742591833;-9.421958256906219;-2.7532801488068004;63459256.51504938;22.51128237032714
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137994;-73.77579;-1000.0;393.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;138072;-73.42411;-1000.0;801.0;-1.1929197818654151;631.1576183790972;0.5176872173717483;5.821130090420912;-0.4367124410813774;-164.79158555183136;-27.540439418634246;21.45624790671795;187.28119291515446;9.233602140231985;352.0727784669858;14.192140247291679;5.5110106740805085;14.149288385126969;-21.059966398812232;-3.331188467708439;87292337.80188279;25.15115655362717
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;-2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;-2.4318585471446723;381.0230427602308;0.23474025325115494;9.008057354188722;-0.5392792884792228;-157.44448056785518;-21.846527435299326;7.587482805584423;177.78125017001528;7.205343987254443;335.22573073787044;10.619314713358277;3.9052138962130076;10.326235825620223;-8.026705158538777;-2.894665494353219;43686732.64919097;19.67071373269286
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;0.0;0.0;0.25;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125203;-47.0454;-969.0;393.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;-2.3711975776376413;499.29734587554947;0.30781445843268257;6.932127708990265;-0.5728937871046291;-168.8417823330056;-25.997409940889213;12.799973849412941;177.78125017001528;8.33038423705375;346.6230325030209;12.509468330275896;4.760830255446245;12.263800965880584;-9.423492431836562;-2.760124535797826;63217489.22300504;22.470423312161792
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137920;-73.28386;-1000.0;398.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137994;-72.95814;-1001.0;788.0;-1.2234420940061086;628.3197868326956;0.507335272213664;5.812627426485378;-0.4375697055413177;-168.8417823330056;-27.56864642741011;21.280751721871432;189.52779617662344;9.23232660994611;358.36957850962904;14.16806398878189;5.507297741789764;14.122403908953194;-20.488348345186335;-3.353676330871187;86864305.11204006;25.096147062648512
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;-2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;-2.452599354171608;383.54429169766496;0.2283709295622956;9.007145457527631;-0.5381795444114355;-170.99584672827422;-21.93192289014867;7.587692128491195;178.60582211212898;7.230819084561022;349.6016688404032;10.654975710271803;3.9135336841888106;10.354421642515073;-7.985114578008632;-2.8876070502707103;43997243.47515942;19.73726260882567
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;0.0;0.0;0.5;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.31508;-988.0;397.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;-2.3787936814216275;500.1122857330329;0.30694377016110086;6.899652417796371;-0.5633418983266552;-170.99584672827422;-26.025183439998642;12.755188229594724;178.60582211212898;8.348412837891381;349.6016688404032;12.52464809921802;4.768258633700139;12.275071911197157;-9.401063486096817;-2.7673685712286136;63332131.97595502;22.489351816177457
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137904;-73.57337;-999.0;397.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137980;-73.24923;-1001.0;797.0;-1.2259669139740017;629.4795229187085;0.5040892731177667;5.814141015356581;-0.4341892398709293;-170.99584672827422;-27.587807396585358;21.12780280426004;188.3073788324545;9.22801307051564;359.3032255607287;14.176337493457067;5.508148583770707;14.129507505541556;-20.46501436221645;-3.35691345945893;87015013.13370758;25.119365393912073
phantom;;3.A;CT;3.A;-1.0;0;-15.0;-1;-2.0;0.0;0.75;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;-2.4789820547468038;383.8025164322934;0.21586706675008205;8.957679861622719;-0.5388212003760826;-169.49218131903393;-21.995160548290254;7.477951515622251;179.96069710248744;7.253549633498833;349.4528784215214;10.666781285772934;3.9188716897290794;10.360504499646098;-7.90279153541184;-2.8712582657070334;44023554.55766581;19.74709772245152
