id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;wavelet_simoncelli_level_2_stat_mean;wavelet_simoncelli_level_2_stat_var;wavelet_simoncelli_level_2_stat_skew;wavelet_simoncelli_level_2_stat_kurt;wavelet_simoncelli_level_2_stat_median;wavelet_simoncelli_level_2_stat_min;wavelet_simoncelli_level_2_stat_p10;wavelet_simoncelli_level_2_stat_p90;wavelet_simoncelli_level_2_stat_max;wavelet_simoncelli_level_2_stat_iqr;wavelet_simoncelli_level_2_stat_range;wavelet_simoncelli_level_2_stat_mad;wavelet_simoncelli_level_2_stat_rmad;wavelet_simoncelli_level_2_stat_medad;wavelet_simoncelli_level_2_stat_cov;wavelet_simoncelli_level_2_stat_qcod;wavelet_simoncelli_level_2_stat_energy;wavelet_simoncelli_level_2_stat_rms
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.0;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;95;91;74;1.0;1.0;1.0;302677;-18.813253;-972.0;240.0;244;242;180;95;91;74;1.0;1.0;1.0;302677;-18.813253;-972.0;240.0;1.990913106615261;3949.8869480008825;-0.061310904230431035;6.823939769444685;-0.06972925846622147;-554.5547410823792;-54.9892189598361;66.6184722077488;411.0842576921044;35.322154743485164;965.6389987744836;37.81452197687132;17.434191415610865;37.735505667350466;31.567488224978877;-239.057551438359;1196739663.1780806;62.87965237657548
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.0;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;99;96;78;1.0;1.0;1.0;358485;-47.181786;-984.0;400.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;2.582801901458633;5115.54574872303;-0.08919602363419886;5.4936096973857005;0.2692346144206681;-586.1370698006228;-64.02444732938244;80.19364088682472;475.0787605924881;40.31351098280233;1061.215830393111;43.701604216508734;20.406021199916793;43.6096873858257;27.692036094666864;44.858049836296644;1836237823.0078814;71.56966266781762
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.0;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;99;96;78;1.0;1.0;1.0;358525;-47.118484;-984.0;674.0;244;242;180;1.0;1.0;1.0;-348.6633;-1100.0;2761.0;244;242;180;103;100;82;1.0;1.0;1.0;419609;-80.89175;-1000.0;400.0;244;242;180;103;100;82;1.0;1.0;1.0;419843;-80.59368;-1034.0;835.0;0.2879944610072266;6241.949734851923;-0.18223617219342317;4.852288712333301;-0.21975795491127936;-586.1370698006228;-77.6586720205282;85.90514352156339;537.5622395463695;45.656586536021806;1123.6993093469923;48.79672677009602;23.111489920632224;48.79258237354212;274.331702335857;-29.660510136992297;2619213089.0016446;79.00653565156173
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.25;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;95;91;74;1.0;1.0;1.0;302272;-20.336882;-979.0;245.0;244;242;180;95;91;74;1.0;1.0;1.0;302272;-20.336882;-979.0;245.0;2.0107907673040555;3976.9204402417845;-0.05391275403375249;6.7525605621524285;-0.08234622540149861;-566.5254611218409;-55.271039327352106;67.15096216939857;402.11659753206214;35.566248874387334;968.642058653903;38.00182276563065;17.55303550941731;37.919566995014144;31.36220353341476;-275.5448172057086;1203333865.4967737;63.094878712552095
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.25;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;99;95;78;1.0;1.0;1.0;357855;-48.624733;-988.0;400.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;2.606603512850628;5144.272562688468;-0.0822676331628582;5.440108353570565;0.2556039545513542;-587.8960188902945;-64.33393268698603;80.7230146435076;480.63863585301107;40.59628340303998;1068.5346547433055;43.8865394261868;20.52758464256414;43.79073930347777;27.51610825000106;42.95725948534718;1843335061.4461176;71.77093384206223
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.25;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;99;95;78;1.0;1.0;1.0;357895;-48.561306;-988.0;647.0;244;242;180;1.0;1.0;1.0;-348.991;-1110.0;2731.0;244;242;180;103;99;82;1.0;1.0;1.0;418590;-82.04629;-1000.0;400.0;244;242;180;103;99;82;1.0;1.0;1.0;418818;-81.7525;-1036.0;846.0;0.2951174192795992;6262.870505179852;-0.18018233532775602;4.823367310694351;-0.2145959889936897;-587.8960188902945;-77.88149949534817;86.06129996317489;542.7480114507866;45.855923176706945;1130.6440303410811;48.9193428088102;23.19733628520512;48.915211933867155;268.15868767087983;-29.155124130606467;2621611421.562572;79.13885012729851
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.5;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;95;91;75;1.0;1.0;1.0;307972;-20.97327;-978.0;245.0;244;242;180;95;91;75;1.0;1.0;1.0;307972;-20.97327;-978.0;245.0;1.957861389478168;3986.9418338496316;-0.06795714859030223;6.749339209635563;-0.04061467930085483;-553.5870376957442;-55.37021084834154;67.0004716454505;410.4722855651991;35.507872167844084;964.0593232609433;38.00454417650321;17.5194903661343;37.92911603101158;32.25061553608237;-247.43704530552228;1229046975.2600307;63.17258151342274
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.5;1.0;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;99;95;79;1.0;1.0;1.0;362795;-48.153145;-980.0;396.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;2.5242479853177064;5113.535021695007;-0.09131346407941855;5.516163661770829;0.26075170074584264;-587.5528077449192;-63.968470400553336;79.97370014548389;479.7506717330559;40.28783031289119;1067.303479477975;43.661741851161345;20.360972282024484;43.57271092156434;28.328827443662014;48.296162749047234;1857476605.4956937;71.55352436872965
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.5;1.0;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;99;95;79;1.0;1.0;1.0;362831;-48.09677;-980.0;644.0;244;242;180;1.0;1.0;1.0;-349.319;-1114.0;2703.0;244;242;180;103;99;83;1.0;1.0;1.0;422263;-80.52959;-1000.0;398.0;244;242;180;103;99;83;1.0;1.0;1.0;422490;-80.245865;-1036.0;816.0;0.2572689746775268;6195.047146649111;-0.1860875046190459;4.8888670983248375;-0.27580199975289243;-587.5528077449192;-77.1711596028985;85.48112660562802;544.0043189150714;45.36075182868002;1131.5571266599904;48.54835070512778;22.941670778886344;48.54391034548251;305.93903483686483;-29.49475405216061;2615967141.7440495;78.70904226309986
phantom;;9.B;CT;9.B;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.75;1.0;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;244;242;180;1.0;1.0;1.0;-349.6464;-1111.0;2738.0;244;242;180;99;95;78;1.0;1.0;1.0;358958;-45.51184;-981.0;649.0;244;242;180;99;95;78;1.0;1.0;1.0;358958;-45.51184;-981.0;649.0;244;242;180;1.0;1.0;1.0;-349.6464;-1111.0;2738.0;244;242;180;95;91;74;1.0;1.0;1.0;303439;-17.515982;-971.0;238.0;244;242;180;95;91;74;1.0;1.0;1.0;303439;-17.515982;-971.0;238.0;1.9648451998087566;3927.7580428397087;-0.06380227013778754;6.886595829439093;-0.05712619062994406;-553.9720313888425;-54.66848121024595;66.23599518464412;414.0907691293168;35.14338621597277;968.0628005181593;37.654384977105806;17.328780417934464;37.57793394451837;31.896572895172955;-203.52845375396006;1193006434.419693;62.702620834371196
