id_subject;id_cohort;img_data_settings_id;img_data_modality;img_data_config;img_data_noise_level;img_data_noise_iter;img_data_rotation_angle;img_data_roi_randomise_iter;img_data_roi_adapt_size;img_data_translate_x;img_data_translate_y;img_data_translate_z;img_data_voxel_size;img_data_roi;diag_img_dim_x_init_img_CT;diag_img_dim_y_init_img_CT;diag_img_dim_z_init_img_CT;diag_vox_dim_x_init_img_CT;diag_vox_dim_y_init_img_CT;diag_vox_dim_z_init_img_CT;diag_mean_int_init_img_CT;diag_min_int_init_img_CT;diag_max_int_init_img_CT;diag_int_map_dim_x_init_roi;diag_int_map_dim_y_init_roi;diag_int_map_dim_z_init_roi;diag_int_bb_dim_x_init_roi;diag_int_bb_dim_y_init_roi;diag_int_bb_dim_z_init_roi;diag_int_vox_dim_x_init_roi;diag_int_vox_dim_y_init_roi;diag_int_vox_dim_z_init_roi;diag_int_vox_count_init_roi;diag_int_mean_int_init_roi;diag_int_min_int_init_roi;diag_int_max_int_init_roi;diag_mrp_map_dim_x_init_roi;diag_mrp_map_dim_y_init_roi;diag_mrp_map_dim_z_init_roi;diag_mrp_bb_dim_x_init_roi;diag_mrp_bb_dim_y_init_roi;diag_mrp_bb_dim_z_init_roi;diag_mrp_vox_dim_x_init_roi;diag_mrp_vox_dim_y_init_roi;diag_mrp_vox_dim_z_init_roi;diag_mrp_vox_count_init_roi;diag_mrp_mean_int_init_roi;diag_mrp_min_int_init_roi;diag_mrp_max_int_init_roi;diag_img_dim_x_interp_img_CT;diag_img_dim_y_interp_img_CT;diag_img_dim_z_interp_img_CT;diag_vox_dim_x_interp_img_CT;diag_vox_dim_y_interp_img_CT;diag_vox_dim_z_interp_img_CT;diag_mean_int_interp_img_CT;diag_min_int_interp_img_CT;diag_max_int_interp_img_CT;diag_int_map_dim_x_interp_roi;diag_int_map_dim_y_interp_roi;diag_int_map_dim_z_interp_roi;diag_int_bb_dim_x_interp_roi;diag_int_bb_dim_y_interp_roi;diag_int_bb_dim_z_interp_roi;diag_int_vox_dim_x_interp_roi;diag_int_vox_dim_y_interp_roi;diag_int_vox_dim_z_interp_roi;diag_int_vox_count_interp_roi;diag_int_mean_int_interp_roi;diag_int_min_int_interp_roi;diag_int_max_int_interp_roi;diag_mrp_map_dim_x_interp_roi;diag_mrp_map_dim_y_interp_roi;diag_mrp_map_dim_z_interp_roi;diag_mrp_bb_dim_x_interp_roi;diag_mrp_bb_dim_y_interp_roi;diag_mrp_bb_dim_z_interp_roi;diag_mrp_vox_dim_x_interp_roi;diag_mrp_vox_dim_y_interp_roi;diag_mrp_vox_dim_z_interp_roi;diag_mrp_vox_count_interp_roi;diag_mrp_mean_int_interp_roi;diag_mrp_min_int_interp_roi;diag_mrp_max_int_interp_roi;diag_img_dim_x_reseg_img_CT;diag_img_dim_y_reseg_img_CT;diag_img_dim_z_reseg_img_CT;diag_vox_dim_x_reseg_img_CT;diag_vox_dim_y_reseg_img_CT;diag_vox_dim_z_reseg_img_CT;diag_mean_int_reseg_img_CT;diag_min_int_reseg_img_CT;diag_max_int_reseg_img_CT;diag_int_map_dim_x_reseg_roi;diag_int_map_dim_y_reseg_roi;diag_int_map_dim_z_reseg_roi;diag_int_bb_dim_x_reseg_roi;diag_int_bb_dim_y_reseg_roi;diag_int_bb_dim_z_reseg_roi;diag_int_vox_dim_x_reseg_roi;diag_int_vox_dim_y_reseg_roi;diag_int_vox_dim_z_reseg_roi;diag_int_vox_count_reseg_roi;diag_int_mean_int_reseg_roi;diag_int_min_int_reseg_roi;diag_int_max_int_reseg_roi;diag_mrp_map_dim_x_reseg_roi;diag_mrp_map_dim_y_reseg_roi;diag_mrp_map_dim_z_reseg_roi;diag_mrp_bb_dim_x_reseg_roi;diag_mrp_bb_dim_y_reseg_roi;diag_mrp_bb_dim_z_reseg_roi;diag_mrp_vox_dim_x_reseg_roi;diag_mrp_vox_dim_y_reseg_roi;diag_mrp_vox_dim_z_reseg_roi;diag_mrp_vox_count_reseg_roi;diag_mrp_mean_int_reseg_roi;diag_mrp_min_int_reseg_roi;diag_mrp_max_int_reseg_roi;wavelet_db3_lh_invar_level_1_stat_mean;wavelet_db3_lh_invar_level_1_stat_var;wavelet_db3_lh_invar_level_1_stat_skew;wavelet_db3_lh_invar_level_1_stat_kurt;wavelet_db3_lh_invar_level_1_stat_median;wavelet_db3_lh_invar_level_1_stat_min;wavelet_db3_lh_invar_level_1_stat_p10;wavelet_db3_lh_invar_level_1_stat_p90;wavelet_db3_lh_invar_level_1_stat_max;wavelet_db3_lh_invar_level_1_stat_iqr;wavelet_db3_lh_invar_level_1_stat_range;wavelet_db3_lh_invar_level_1_stat_mad;wavelet_db3_lh_invar_level_1_stat_rmad;wavelet_db3_lh_invar_level_1_stat_medad;wavelet_db3_lh_invar_level_1_stat_cov;wavelet_db3_lh_invar_level_1_stat_qcod;wavelet_db3_lh_invar_level_1_stat_energy;wavelet_db3_lh_invar_level_1_stat_rms
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;-2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112876;-27.05165;-973.0;336.0;-0.06334309;207.45113;0.0676514288793792;9.848123556712913;0.060339034;-172.40141;-12.021711349487305;11.756493091583252;130.28676;10.454794883728027;302.68817;8.783923;4.4869018;8.783137;-227.38333;65.55068262982523;23416708.0;14.40330359079624
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;0.0;0.0;0.0;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125226;-47.25231;-973.0;346.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;-0.18381016;268.36624;0.08168877345380501;8.163990458727698;-0.001999557;-181.38821;-14.424283981323242;13.365167140960693;148.74904;11.282935976982117;330.13727;9.995374;4.9326873;9.993792;-89.12395;-1401.4677870733694;33610664.0;16.38291929782808
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;2.0;0.0;0.0;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125243;-47.171173;-973.0;711.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.66763;-1000.0;2940.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137994;-73.77579;-1000.0;393.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;138072;-73.42411;-1000.0;801.0;0.09114401;329.3625;0.2506270909973584;6.993476338113414;0.041236416;-181.38821;-16.471432876586913;15.879000186920166;148.74904;12.119833707809448;330.13727;11.1304035;5.405899;11.1303;199.11726;102.75797404078035;45451190.0;18.148575267414127
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;-2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;249;247;60;98;93;26;0.9767195476720741;0.9771971138435911;3.0;112904;-27.032541;-966.0;307.0;-0.062716074;201.28699;0.06296315429420683;9.907643795808122;0.08402252;-148.60468;-11.663340568542479;11.325611782073974;134.78278;9.991058349609375;283.38745;8.570187;4.3026285;8.568967;-226.21896;57.91481151841143;22726550.0;14.18770311641062
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;0.0;0.0;0.25;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125203;-47.0454;-969.0;393.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;-0.18942952;259.98395;0.07551688405625914;8.261822321311607;0.021130085;-191.08673;-14.04436435699463;13.020335769653324;148.38635;10.752882480621338;339.47308;9.760056;4.7362027;9.757729;-85.11882;-474.6959056941375;32555266.0;16.12513118564482
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;2.0;0.0;0.25;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;102;97;26;0.9767195476720741;0.9771971138435911;3.0;125220;-46.962097;-969.0;692.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.5506;-1027.0;3018.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137920;-73.28386;-1000.0;398.0;249;247;60;106;101;26;0.9767195476720741;0.9771971138435911;3.0;137994;-72.95814;-1001.0;788.0;0.077879995;320.4487;0.2514190930074646;7.145726242652712;0.06414336;-191.08673;-16.10559616088867;15.503287982940684;148.38635;11.577647089958191;339.47308;10.891185;5.2054524;10.891176;229.85468;111.51913628090965;44197130.0;17.901251754700027
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;-2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112941;-27.188337;-988.0;369.0;-0.072821535;196.61884;0.04003443721558069;10.27833852901055;0.116395235;-193.58607;-11.387866020202637;11.070648193359375;136.83609;9.54041576385498;330.42218;8.388073;4.137265;8.386065;-192.5541;54.59276378618789;22206926.0;14.022272682541098
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;0.0;0.0;0.5;0.0;0.9767195476720741;GTV-1;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.31508;-988.0;397.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;-0.18952191;254.76997;0.07572925218063895;8.510572081820014;0.054055482;-193.58607;-13.926234436035156;12.706685638427727;139.55885;10.287338972091675;333.14493;9.5710125;4.565969;9.567907;-84.219894;-417.6375840874994;31906540.0;15.962640760948343
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;2.0;0.0;0.5;0.0;0.9767195476720741;GTV-1_grow2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125234;-47.241196;-988.0;708.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.43463;-1048.0;2888.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137904;-73.57337;-999.0;397.0;249;247;60;106;102;26;0.9767195476720741;0.9771971138435911;3.0;137980;-73.24923;-1001.0;797.0;0.075854875;313.76785;0.257382299849844;7.240244736694516;0.09356037;-193.58607;-16.05948429107666;15.238000011444091;139.55885;11.091154217720032;333.14493;10.694756;5.035705;10.694741;233.51819;150.14216323072577;43270630.0;17.713655230414695
phantom;;6.A;CT;6.A;-1.0;0;-15.0;-1;-2.0;0.0;0.75;0.0;0.9767195476720741;GTV-1_shrink2.0;204;201;60;0.97699999809265;0.97699999809265;3.0;-266.4704;-1000.0;3065.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;204;201;60;100;99;26;0.97699999809265;0.97699999809265;3.0;125256;-46.88272;-1000.0;723.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;102;98;26;0.9767195476720741;0.9771971138435911;3.0;125219;-47.400593;-988.0;716.0;249;247;60;0.9767195476720741;0.9771971138435911;3.0;-347.31775;-1037.0;2712.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;249;247;60;98;94;26;0.9767195476720741;0.9771971138435911;3.0;112896;-27.15424;-988.0;358.0;-0.074752256;202.27115;0.0501530305580653;10.170631668733293;0.08161837;-187.25116;-11.6702241897583;11.361220359802246;131.38739;9.950324892997742;318.63855;8.57727;4.3004913;8.575902;-190.25789;72.5798562652441;22836234.0;14.222402489313373
