family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
Statistics,Mean,stat_mean,Q4LE,1.817,1.8153,-0.004549,0.18202,0.0045601,-8.7648e-09,0.0037817,-4.8546e-05,0.0062793
Statistics,Variance,stat_var,ECT3,0.27234,0.24719,0.00062999,0.0028962,1.0327e-05,1.3688e-09,1.6404e-05,0.049428,0.072291
Statistics,Skewness,stat_skew,KE2A,0.16347,0.050146,-0.49977,1.9087,3.4738,-0.17898,2.0568,0.58321,0.35165
Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.86901,0.63527,1.2816,10.89,46.0032,58.2392,7.2479,3.6465,0.81923
Statistics,Median,stat_median,Y12H,1.8096,1.8163,-0.0027833,0.17593,0.003901,-6.1384e-08,0.002606,-0.011536,-0.0081471
Statistics,Minimum,stat_min,1GSF,0.0025289,0.11423,-0.29336,0.054642,3.5086e-06,-0.0011778,-0.014674,-1.2201,-0.87899
Statistics,10th percentile,stat_p10,QG58,1.169,1.192,-0.037221,0.1243,0.0014129,-3.1312e-05,0.0004053,-0.26501,-0.32093
Statistics,90th percentile,stat_p90,8DWT,2.4678,2.431,0.025645,0.242,0.0084607,3.1313e-05,0.0089022,0.27824,0.35191
Statistics,Maximum,stat_max,84IY,7.6328,6.3083,0.087628,0.83681,0.09932,0.0010146,0.05166,3.8507,2.3578
Statistics,Interquartile range,stat_iqr,SALO,0.64959,0.61667,0.03273,0.058783,0.0035531,2.3404e-05,0.004085,0.28112,0.34673
Statistics,Range,stat_range,2OJQ,7.6303,6.1941,0.38099,0.78217,0.099316,0.0021923,0.066334,5.0708,3.2368
Statistics,Mean absolute deviation,stat_mad,4FUA,0.40456,0.38531,0.019732,0.038439,0.0022881,2.0822e-05,0.0029039,0.17177,0.21093
Statistics,Robust mean absolute deviation,stat_rmad,1128,0.27218,0.2587,0.013617,0.024659,0.0014971,1.0506e-05,0.0017751,0.11689,0.14481
Statistics,Median absolute deviation,stat_medad,N72L,0.40451,0.38531,0.019681,0.038096,0.0022235,2.0822e-05,0.002734,0.17152,0.21062
Statistics,Coefficient of variation,stat_cov,7TET,0.28721,0.27388,-5.5176,0.29566,0.70471,-4221.0536,1.071,-4579.6692,42.8187
Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.17889,0.16954,-4.4744,0.16482,0.42499,-155.9238,0.64028,-19.6906,161.119
Statistics,Energy,stat_energy,N8CA,1315786.5834,1304276.0427,239.5607,13264.5712,11.4577,0.00050393,11.3046,18197.7165,26629.7389
Statistics,Root mean square,stat_rms,5ZWQ,1.8905,1.8822,0.025509,0.18981,0.0055786,3.6997e-05,0.0055412,0.22232,0.26894
