feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,4.9071,4.7667,-0.38258,0.98242,1.884,9.1382e-05,,,
stat_var,Statistics,Variance,ECT3,7.5616,6.4684,0.41513,0.07173,1.106,3.7177e-05,,,
stat_skew,Statistics,Skewness,KE2A,0.31554,0.31307,-0.7659,-0.11473,0.32523,-0.067636,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,-1.0197,-0.99346,-0.036156,-0.77196,-0.88029,0.6422,,,
stat_median,Statistics,Median,Y12H,4.6003,4.5011,-0.24787,0.98867,1.799,0.0001575,,,
stat_min,Statistics,Minimum,1GSF,0.34046,0.42135,-2.6863,0.26356,0.080378,-0.025264,,,
stat_p10,Statistics,10th percentile,QG58,1.5069,1.6089,-1.3251,0.62866,0.57682,-0.0075615,,,
stat_p90,Statistics,90th percentile,8DWT,8.869,8.4675,0.3264,1.3423,3.3542,0.007626,,,
stat_max,Statistics,Maximum,84IY,11.157,10.594,0.86078,1.5241,4.9533,0.022812,,,
stat_iqr,Statistics,Interquartile range,SALO,4.7103,4.2746,0.91586,0.41969,1.7369,0.0075354,,,
stat_range,Statistics,Range,2OJQ,10.8165,10.1727,3.547,1.2605,4.8729,0.048076,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,2.3627,2.177,0.52782,0.22495,0.8988,0.004715,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,1.8584,1.7044,0.3825,0.17046,0.69894,0.003169,,,
stat_medad,Statistics,Median absolute deviation,N72L,2.3528,2.1679,0.51736,0.22492,0.89645,0.0047146,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.56038,0.53355,-1.6841,0.27262,0.55822,66.7233,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.48939,0.4565,-1.3988,0.21364,0.47224,24.3304,,,
stat_energy,Statistics,Energy,N8CA,104479.9928,96386.3629,1854.0647,3423.7893,15371.7202,0.12279,,,
stat_rms,Statistics,Root mean square,5ZWQ,5.6251,5.4028,0.74933,1.0183,2.1576,0.006098,,,
