feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,15.3302,15.3391,0.014781,71.2777,142.8573,0.00015418,,,
stat_var,Statistics,Variance,ECT3,1485.0471,796.9154,0.92777,60.4052,5988.9106,4.184,,,
stat_skew,Statistics,Skewness,KE2A,-0.27382,-0.51893,0.068485,0.13716,0.76397,-0.0048714,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.066433,-0.12142,0.5948,-0.018932,0.61803,0.69963,,,
stat_median,Statistics,Median,Y12H,18,19.7778,0.00025687,71.1297,132.3311,0.0021389,,,
stat_min,Statistics,Minimum,1GSF,-171,-114.963,-4.6981,46.2728,0.037045,-12.5063,,,
stat_p10,Statistics,10th percentile,QG58,-36,-24.7037,-1.1658,61.3272,51.3558,-2.529,,,
stat_p90,Statistics,90th percentile,8DWT,63,48.1852,1.2193,81.3931,247.7416,2.5273,,,
stat_max,Statistics,Maximum,84IY,176,105.3704,4.7091,113.4402,615.8143,12.0393,,,
stat_iqr,Statistics,Interquartile range,SALO,52,39.963,1.204,10.7519,104.8608,2.5523,,,
stat_range,Statistics,Range,2OJQ,347,220.3333,9.4072,67.1674,615.7773,24.5456,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,30.748,22.9787,0.74714,6.2541,61.6791,1.5842,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,21.7624,16.5115,0.50324,4.446,43.4274,1.0666,,,
stat_medad,Statistics,Median absolute deviation,N72L,30.6933,22.7244,0.74705,6.253,61.127,1.5842,,,
stat_cov,Statistics,Coefficient of variation,7TET,2.5138,1.8404,65.1652,0.10904,0.54172,13266.8302,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,1.625,1.2192,65.607,0.075498,0.38204,1013.4177,,,
stat_energy,Statistics,Energy,N8CA,1524172177,914651502.3032,822306.4929,4555443231.9039,23390894784.6331,3707499.7089,,,
stat_rms,Statistics,Root mean square,5ZWQ,41.4736,32.1279,0.96332,71.7002,162.4719,2.0455,,,
