feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,35.964,36.0021,0.30809,49.2267,59.8986,0.0012253,,,
stat_var,Statistics,Variance,ECT3,540.8595,219.7085,4.2033,198.4495,3225.9993,0.62532,,,
stat_skew,Statistics,Skewness,KE2A,-0.31554,-0.76649,6.419,6.6413,3.3092,0.02309,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,1.1438,3.5439,50.7831,78.523,21.056,0.87925,,,
stat_median,Statistics,Median,Y12H,37,36.7407,0.027513,48.4227,43.1818,-0.00066043,,,
stat_min,Statistics,Minimum,1GSF,-174,-97.8889,-5.8122,22.096,0.063724,-6.7337,,,
stat_p10,Statistics,10th percentile,QG58,7,18.963,-0.62292,38.0768,15.0037,-0.98499,,,
stat_p90,Statistics,90th percentile,8DWT,64,53.0741,0.77787,57.2236,123.3851,0.9876,,,
stat_max,Statistics,Maximum,84IY,154,174.9259,26.1189,353.4956,1072.6459,7.0852,,,
stat_iqr,Statistics,Interquartile range,SALO,29,18.037,0.6439,8.6854,48.4517,1.019,,,
stat_range,Statistics,Range,2OJQ,328,272.8148,31.9311,331.3996,1072.5822,13.819,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,18.0252,11.1727,0.79964,7.0397,37.692,0.61831,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,12.3509,7.4752,0.27477,3.7222,21.4635,0.42353,,,
stat_medad,Statistics,Median absolute deviation,N72L,18.0162,11.157,0.73536,6.9977,34.7291,0.61831,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.64666,0.41171,6.6545,0.28617,0.94823,645.3766,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.39726,0.24733,8.893,0.089846,0.48556,1936.8172,,,
stat_energy,Statistics,Energy,N8CA,1380711450,1141033758.8093,3235379.416,1973449394.7007,5128989697.6418,470697.6996,,,
stat_rms,Statistics,Root mean square,5ZWQ,42.8284,38.934,2.0732,51.2027,82.546,0.79077,,,
