feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,367.5569,366.8661,0.6279,29.8025,10.6543,0.00056951,,,
stat_var,Statistics,Variance,ECT3,6504.0659,6327.5842,16.8272,768.8248,112.5189,0.10058,,,
stat_skew,Statistics,Skewness,KE2A,3.2754,3.1417,0.17237,2.2187,3.8417,0.093426,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,14.2199,13.537,4.1125,5.9245,25.9381,15.1365,,,
stat_median,Statistics,Median,Y12H,347.1616,347.1426,0.21717,18.9286,7.7272,-0.00038211,,,
stat_min,Statistics,Minimum,1GSF,119.638,131.4027,-29.7599,4.3116,0.01118,-3.9843,,,
stat_p10,Statistics,10th percentile,QG58,311.9114,312.1033,-3.3103,8.8272,2.7378,-0.26511,,,
stat_p90,Statistics,90th percentile,8DWT,434.6176,434.6501,5.5563,67.8287,21.1313,0.26626,,,
stat_max,Statistics,Maximum,84IY,1058.5441,1027.2894,18.1145,227.2922,177.6853,4.6473,,,
stat_iqr,Statistics,Interquartile range,SALO,47.7324,48.0551,2.5361,24.5791,8.0762,0.23881,,,
stat_range,Statistics,Range,2OJQ,938.9062,895.8867,47.8744,222.9805,177.6741,8.6316,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,48.0719,47.7718,2.6257,19.8644,6.6403,0.19236,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,21.8527,21.9279,1.2667,11.5406,3.5731,0.10236,,,
stat_medad,Statistics,Median absolute deviation,N72L,43.4629,43.4403,2.5845,17.5834,6.107,0.19235,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.21942,0.21683,6.5331,0.93038,0.99561,556.8576,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.067636,0.068082,2.8135,0.50275,0.46493,-359.4607,,,
stat_energy,Statistics,Energy,N8CA,74821722196.9594,74460399891.4744,9099715.7037,875556862.6148,119434707.2827,53143.591,,,
stat_rms,Statistics,Root mean square,5ZWQ,376.3006,375.3909,4.1499,40.7065,15.0344,0.31714,,,
