feature_tag,family,feature_name,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
stat_mean,Statistics,Mean,Q4LE,1.2485,1.2311,-0.044057,0.86735,0.59371,4.3477e-05,,,
stat_var,Statistics,Variance,ECT3,0.14931,0.046003,0.043997,0.0090911,0.11891,0.00051084,,,
stat_skew,Statistics,Skewness,KE2A,0.51249,-0.213,-0.31382,-0.41618,1.0022,0.01635,,,
stat_kurt,Statistics,(Excess) kurtosis,IPH6,0.28963,-0.058425,0.026761,-0.22512,1.3608,0.21964,,,
stat_median,Statistics,Median,Y12H,1.2102,1.2353,-0.032253,0.87586,0.53429,0.0001556,,,
stat_min,Statistics,Minimum,1GSF,0.30525,0.46629,-0.82512,0.5471,0.003029,-0.096095,,,
stat_p10,Statistics,10th percentile,QG58,0.77969,0.9519,-0.32049,0.73778,0.2067,-0.028358,,,
stat_p90,Statistics,90th percentile,8DWT,1.7735,1.5023,0.21342,0.98866,1.0692,0.028916,,,
stat_max,Statistics,Maximum,84IY,3.1925,1.8498,0.62058,1.0544,2.6498,0.10376,,,
stat_iqr,Statistics,Interquartile range,SALO,0.5096,0.29279,0.28431,0.13409,0.44685,0.030127,,,
stat_range,Statistics,Range,2OJQ,2.8873,1.3835,1.4457,0.50731,2.6468,0.19986,,,
stat_mad,Statistics,Mean absolute deviation,4FUA,0.307,0.17166,0.16747,0.076996,0.27007,0.017938,,,
stat_rmad,Statistics,Robust mean absolute deviation,1128,0.2137,0.12097,0.1174,0.055041,0.18617,0.012493,,,
stat_medad,Statistics,Median absolute deviation,N72L,0.30548,0.17162,0.16721,0.076651,0.26601,0.017937,,,
stat_cov,Statistics,Coefficient of variation,7TET,0.30951,0.17422,-4.761,0.10993,0.58082,519.8628,,,
stat_qcod,Statistics,Quartile coefficient of dispersion,9S40,0.20752,0.1184,-3.7265,0.076985,0.39918,-236.3373,,,
stat_energy,Statistics,Energy,N8CA,11151.2973,10195.5203,299.9295,4971.091,3077.7649,3.3353,,,
stat_rms,Statistics,Root mean square,5ZWQ,1.3069,1.2496,0.21433,0.87257,0.68659,0.022602,,,
