,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,-37.3866,-35.7621,1.9221,41.362,89.5163,-0.00068781,10.1303,-0.61173,-4.3285
1,Statistics,Variance,stat_var,ECT3,2801.6614,2938.8706,30.224,2134.3789,7804.8778,0.52299,101.3858,527.7763,2830.7485
2,Statistics,Skewness,stat_skew,KE2A,0.39876,0.86764,2.9023,4.1851,7.9703,-0.29819,7.6504,-3.6552,-3.5433
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,-0.54052,2.1337,10.0828,20.1073,107.6612,17.9054,113.9455,39.1536,19.46
4,Statistics,Median,stat_median,Y12H,-47,-45.4815,0.4628,28.4932,74.1933,-3.6576e-05,8.4712,-0.051683,-0.13829
5,Statistics,Minimum,stat_min,1GSF,-164,-137.7408,-25.821,13.5524,0.11356,-11.3757,-13.3737,-303.8875,-464.7854
6,Statistics,10th percentile,stat_p10,QG58,-101,-98.4445,-1.566,20.7291,28.0839,-0.68044,2.7925,-14.3918,-28.3976
7,Statistics,90th percentile,stat_p90,8DWT,32,30.4444,5.2241,62.306,153.2814,0.68129,17.6962,14.0451,30.4118
8,Statistics,Maximum,stat_max,84IY,200,379.7408,37.6616,540.0941,2592.9219,10.7143,333.6943,140.2127,218.8014
9,Statistics,Interquartile range,stat_iqr,SALO,98,97.4445,2.6385,9.9919,63.5644,0.68804,7.3191,13.2693,24.4103
10,Statistics,Range,stat_range,2OJQ,364,517.4815,63.4825,526.5417,2592.8083,22.09,347.0679,444.1001,683.5868
11,Statistics,Mean absolute deviation,stat_mad,4FUA,46.4066,46.0402,3.1526,23.7703,46.1831,0.47026,5.4505,11.3996,26.0084
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,38.6404,37.3928,1.1965,4.9591,26.7013,0.28739,3.0946,5.6427,10.6638
13,Statistics,Median absolute deviation,stat_medad,N72L,46.0162,45.5935,2.7886,17.6528,44.2684,0.47026,5.2533,11.3864,25.5847
14,Statistics,Coefficient of variation,stat_cov,7TET,-1.4158,-1.5159,2.8601,1.117,0.98692,-1051.4153,0.99396,-37.5545,-12.2917
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,-1.4,-1.4307,1.5201,0.1712,0.40457,-3264.207,0.4109,-95.385,-126.1839
16,Statistics,Energy,stat_energy,N8CA,6333903872,6361627713.8338,51158865.9585,5799633161.3979,23858079289.5268,788813.2785,307702126.5174,796599990.3808,4297826411.4083
17,Statistics,Root mean square,stat_rms,5ZWQ,64.8029,64.9446,5.824,62.0096,125.7698,0.72318,14.2831,22.9815,53.3806
