,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,308.5201,308.7068,0.93103,36.3058,13.359,0.00024492,2.4824,0.019696,0.57
1,Statistics,Variance,stat_var,ECT3,3066.7709,2678.3168,14.165,703.5889,209.043,0.050707,8.3931,240.5229,728.5944
2,Statistics,Skewness,stat_skew,KE2A,2.8129,2.6115,1.3732,2.1515,3.0813,-0.14659,3.5995,0.79034,0.74574
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,15.5487,13.3187,6.3868,6.5229,13.1746,10.5153,22.0309,24.3413,11.1767
4,Statistics,Median,stat_median,Y12H,301.6817,302.3953,0.33429,28.2793,8.7459,0.00039447,1.5799,-0.02959,-0.12008
5,Statistics,Minimum,stat_min,1GSF,118.6941,146.7548,-26.3778,6.0765,0.0069586,-2.7434,-4.5977,-201.3293,-298.5379
6,Statistics,10th percentile,stat_p10,QG58,255.8211,258.6546,-1.973,13.3859,2.8885,-0.20338,0.42889,-13.5126,-24.3614
7,Statistics,90th percentile,stat_p90,8DWT,359.1321,356.4506,4.5313,69.4016,28.5668,0.20617,5.4782,13.4733,27.5998
8,Statistics,Maximum,stat_max,84IY,974.4981,927.358,21.2688,284.6772,163.5182,2.3108,56.7126,334.1344,351.5221
9,Statistics,Interquartile range,stat_iqr,SALO,44.9201,41.7897,2.3185,26.6653,10.9788,0.16932,2.2246,11.3397,22.4913
10,Statistics,Range,stat_range,2OJQ,855.8039,780.6032,47.6467,278.6007,163.5113,5.0542,61.3104,535.4637,650.06
11,Statistics,Mean absolute deviation,stat_mad,4FUA,35.0419,32.9743,2.3162,18.9706,9.3574,0.14063,1.8474,9.361,17.4927
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,19.3775,18.0766,1.0699,11.5905,4.9487,0.074251,0.99552,4.9502,9.7518
13,Statistics,Median absolute deviation,stat_medad,N72L,34.4198,32.3857,2.229,17.7899,8.4145,0.14063,1.6712,9.3608,17.4807
14,Statistics,Coefficient of variation,stat_cov,7TET,0.1795,0.16764,4.0425,0.73061,1.0823,919.4148,1.167,787.4126,47.3549
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.074529,0.069148,2.3277,0.4212,0.52421,114.2757,0.57582,-137.9741,170.0889
16,Statistics,Energy,stat_energy,N8CA,73742203788.9606,73537132848.9191,11282043.6387,1517378816.8055,290841162.0223,38057.7113,10924477.0382,180523769.9052,547087449.8458
17,Statistics,Root mean square,stat_rms,5ZWQ,313.4508,313.0147,3.8771,44.9633,19.6852,0.22518,3.8152,15.5088,26.9985
