,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,37.2682,37.6401,0.45124,75.8224,86.3378,-0.00062073,27.1458,-0.4063,-0.84913
1,Statistics,Variance,stat_var,ECT3,907.0654,302.389,8.415,668.2863,5742.1407,6.2172,446.2355,553.723,986.3927
2,Statistics,Skewness,stat_skew,KE2A,0.087652,4.4705,6.4483,3.0085,2.8331,-0.0093453,3.3487,-0.85162,-3.6061
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.62901,61.3913,44.7253,20.4764,14.3639,1.3911,27.8346,7.2378,43.9476
4,Statistics,Median,stat_median,Y12H,37,36.8518,0.0056986,76.3512,65.6133,0.0020804,23.3913,-0.050837,0.0076855
5,Statistics,Minimum,stat_min,1GSF,-127,-54.0,-9.2025,24.4325,0.067052,-20.6362,-48.2135,-304.9337,-428.5468
6,Statistics,10th percentile,stat_p10,QG58,0,19.8889,-0.66003,46.1197,22.6257,-3.0049,7.3263,-26.9871,-16.9512
7,Statistics,90th percentile,stat_p90,8DWT,75,54.7407,0.75579,93.7313,172.5798,3.0001,50.0591,26.5791,16.2777
8,Statistics,Maximum,stat_max,84IY,200,409.5186,31.9953,403.1082,1510.0348,23.8665,557.6125,176.3729,283.5334
9,Statistics,Interquartile range,stat_iqr,SALO,38,17.2593,0.67791,20.8739,68.6971,2.8965,21.8525,26.6005,15.6861
10,Statistics,Range,stat_range,2OJQ,327,463.5186,41.1978,378.6757,1509.9677,44.5027,605.826,481.3066,712.0802
11,Statistics,Mean absolute deviation,stat_mad,4FUA,23.3807,11.3585,1.0155,15.8027,51.3404,1.8808,14.3742,17.148,14.2264
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,15.9065,7.2546,0.2866,9.2717,29.9299,1.2231,9.1649,11.1567,6.6566
13,Statistics,Median absolute deviation,stat_medad,N72L,23.3773,11.3383,0.86839,15.7946,48.1414,1.8808,14.0347,17.1454,14.2007
14,Statistics,Coefficient of variation,stat_cov,7TET,0.80813,0.46199,6.4287,0.34094,0.87768,-4016.9073,0.77818,-57.9157,-36.9871
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.51351,0.23394,29.2854,0.13995,0.46892,2401.3256,0.43982,-209.9967,-93.0771
16,Statistics,Energy,stat_energy,N8CA,4474245632,3350186838.9989,16795289.7173,12505585874.7247,25716071709.5271,12115620.2307,2305591275.6573,1079375633.5226,1923613201.3091
17,Statistics,Root mean square,stat_rms,5ZWQ,47.9165,41.4629,2.9357,80.1082,114.8754,2.4934,34.3966,23.5348,31.4184
