,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,7.1778,6.9845,-0.50582,3.0969,2.9759,0.00010275,1.6442,0.075521,0.63134
1,Statistics,Variance,stat_var,ECT3,25.2507,19.676,2.6088,1.7156,5.6835,0.0029232,1.3513,2.0725,6.5233
2,Statistics,Skewness,stat_skew,KE2A,1.4032,1.3225,-1.6361,0.68419,1.6901,0.015864,1.5163,0.9041,1.0519
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,1.495,1.1704,4.6446,-0.58988,3.2714,0.94235,3.7943,5.5372,2.4124
4,Statistics,Median,stat_median,Y12H,5.7645,5.6854,-0.22258,2.6301,2.2654,-0.00040866,1.406,-0.006934,0.29048
5,Statistics,Minimum,stat_min,1GSF,0.31544,0.55301,-12.0585,0.95446,0.035167,-0.27093,-0.56626,-7.6182,-6.9159
6,Statistics,10th percentile,stat_p10,QG58,2.2389,2.5944,-2.4219,1.6947,0.77721,-0.064575,0.45267,-1.3854,-2.042
7,Statistics,90th percentile,stat_p90,8DWT,15.5144,14.4085,1.0577,5.1193,6.2829,0.066758,3.1422,1.5831,3.6314
8,Statistics,Maximum,stat_max,84IY,29.4516,22.276,3.8224,6.4838,15.3171,0.28985,10.2669,11.0458,13.0227
9,Statistics,Interquartile range,stat_iqr,SALO,4.6331,4.1384,1.4566,2.0022,2.4823,0.066921,1.3224,1.2987,2.464
10,Statistics,Range,stat_range,2OJQ,29.1361,21.723,15.8809,5.5294,15.282,0.56078,10.8331,18.664,19.9386
11,Statistics,Mean absolute deviation,stat_mad,4FUA,3.7392,3.3286,1.1215,1.1156,1.7677,0.041698,0.86369,0.97856,1.828
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,2.2303,1.9941,0.63438,0.84462,1.0939,0.027981,0.55426,0.55917,1.08
13,Statistics,Median absolute deviation,stat_medad,N72L,3.4856,3.089,1.09,1.0721,1.654,0.041697,0.84038,0.97544,1.8016
14,Statistics,Coefficient of variation,stat_cov,7TET,0.70008,0.63509,-3.1932,0.42294,0.80111,526.2051,0.707,19.0624,4.0455
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.36961,0.33048,-2.3938,0.32697,0.47882,-203.5719,0.4404,255.7347,3.0204
16,Statistics,Energy,stat_energy,N8CA,495939.6733,442246.6455,18505.5818,73039.3867,93924.6069,18.8836,26194.2539,13425.1517,44715.4727
17,Statistics,Root mean square,stat_rms,5ZWQ,8.7619,8.274,1.6925,3.3625,3.8131,0.054066,2.0137,1.4416,2.631
