,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,14.5347,14.6049,-0.20837,55.292,181.9591,-0.00053506,13.9806,-0.17897,-0.57799
1,Statistics,Variance,stat_var,ECT3,1838.854,1409.9425,2.2548,147.9336,12262.8642,0.59744,188.5087,347.7305,259.9418
2,Statistics,Skewness,stat_skew,KE2A,-1.1262,-1.4771,1.169,7.3026,1.0138,-0.0077576,7.4319,-0.2979,-2.1814
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,1.4343,2.66,8.0177,72.8009,1.1678,0.65968,91.0862,2.0784,19.2117
4,Statistics,Median,stat_median,Y12H,24,26.5926,-0.18406,53.4379,160.6842,0.00051138,12.1608,-0.06207,-0.14164
5,Statistics,Minimum,stat_min,1GSF,-175,-142.1481,-13.7971,38.1625,0.091823,-5.0068,-22.1105,-188.1111,-231.0022
6,Statistics,10th percentile,stat_p10,QG58,-50,-47.6667,-2.0089,48.0187,59.0672,-0.96251,3.9749,-23.1557,-16.8196
7,Statistics,90th percentile,stat_p90,8DWT,58,44.1852,1.2476,61.4285,333.9283,0.96309,23.475,22.9271,16.7206
8,Statistics,Maximum,stat_max,84IY,200,277.037,13.5974,267.1232,846.0402,4.8983,325.654,108.7711,99.7877
9,Statistics,Interquartile range,stat_iqr,SALO,43,25.1481,1.2068,6.6754,145.0588,0.99531,9.9378,24.1276,16.8254
10,Statistics,Range,stat_range,2OJQ,375,419.1852,27.3945,228.9607,845.9483,9.905,347.7645,296.8822,330.7898
11,Statistics,Mean absolute deviation,stat_mad,4FUA,31.699,26.662,0.98986,5.5393,87.292,0.60469,7.1536,14.5234,11.0697
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,19.3316,13.9311,0.55183,2.8075,60.4929,0.41394,4.15,10.0001,7.0424
13,Statistics,Median absolute deviation,stat_medad,N72L,30.6498,23.6543,0.98956,5.2708,85.6756,0.60469,6.9753,14.5231,11.0635
14,Statistics,Coefficient of variation,stat_cov,7TET,2.9503,2.571,-7.2065,0.21997,0.60859,-1444.5909,0.98206,-104.1912,-27.8944
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,1.0488,0.53005,-2.2663,0.06206,0.42313,-706.3166,0.3953,-279.017,-81.1477
16,Statistics,Energy,stat_energy,N8CA,815677312,645840833.4219,914397.7152,1275228098.6261,18052155761.808,237703.2359,152769016.5474,138364284.8797,103555965.5612
17,Statistics,Root mean square,stat_rms,5ZWQ,45.2781,40.2895,1.516,56.6139,213.007,0.77294,19.5951,18.6484,16.1331
