,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,2.1146,2.1146,-0.0028235,0.87951,0.73249,2.5388e-06,0.58065,-0.0026899,-0.029465
1,Statistics,Variance,stat_var,ECT3,0.86587,0.71831,0.068034,0.049864,0.16882,0.00012401,0.12628,0.079695,0.14184
2,Statistics,Skewness,stat_skew,KE2A,-0.17635,-0.47989,-0.78689,0.29319,0.55597,0.091844,1.4607,0.42007,0.54129
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.058424,0.071951,1.5469,0.25723,0.66647,2.7666,4.4249,1.7977,1.5788
4,Statistics,Median,stat_median,Y12H,2.2544,2.3133,0.03544,0.87377,0.71763,-5.4457e-05,0.52139,-0.011306,-0.049043
5,Statistics,Minimum,stat_min,1GSF,0.08681,0.12887,-1.7753,0.33868,0.0023289,-0.073607,-0.39922,-1.1776,-1.7202
6,Statistics,10th percentile,stat_p10,QG58,0.62925,0.69529,-0.34206,0.59219,0.17792,-0.012827,0.20364,-0.33894,-0.47349
7,Statistics,90th percentile,stat_p90,8DWT,3.1386,2.9651,0.28796,1.1578,1.2485,0.012907,1.0125,0.347,0.42676
8,Statistics,Maximum,stat_max,84IY,6.5858,5.506,0.93066,1.6559,3.3307,0.088363,3.1679,2.2622,1.9795
9,Statistics,Interquartile range,stat_iqr,SALO,1.1362,0.98514,0.31958,0.27091,0.54633,0.012654,0.42208,0.32968,0.45062
10,Statistics,Range,stat_range,2OJQ,6.4989,5.3771,2.706,1.3172,3.3284,0.16197,3.5671,3.4398,3.6997
11,Statistics,Mean absolute deviation,stat_mad,4FUA,0.72973,0.66375,0.20077,0.17272,0.32475,0.0082417,0.26546,0.21357,0.28586
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,0.50128,0.44742,0.13383,0.1146,0.2282,0.0053101,0.17543,0.13993,0.18924
13,Statistics,Median absolute deviation,stat_medad,N72L,0.71936,0.63973,0.19825,0.17265,0.32454,0.0082415,0.26123,0.21345,0.2854
14,Statistics,Coefficient of variation,stat_cov,7TET,0.44006,0.4008,-92.3803,0.25389,0.56094,4386.3153,0.612,-104.9477,-12.782
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.26563,0.22816,15.8957,0.15488,0.38339,-116.4568,0.38624,-13.6619,-4.8391
16,Statistics,Energy,stat_energy,N8CA,158707.4818,154326.1217,2023.2943,24484.7672,20974.9156,3.6875,13780.5235,2370.0169,4243.6053
17,Statistics,Root mean square,stat_rms,5ZWQ,2.3102,2.2781,0.26085,0.90742,0.83986,0.011136,0.68076,0.28232,0.37777
