,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,2.8939,2.8234,-0.18764,0.68764,1.0023,-3.8832e-05,0.36649,0.021178,0.18704
1,Statistics,Variance,stat_var,ECT3,0.8913,0.70584,0.10517,0.0090548,0.16541,3.9598e-05,0.043208,0.069601,0.37657
2,Statistics,Skewness,stat_skew,KE2A,-0.25195,-0.39492,-0.53585,-0.22,0.30607,-0.076646,0.66233,0.44235,-0.14775
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,-0.59718,-0.62809,0.31309,-0.52168,0.045647,0.66426,0.43577,0.61403,0.43465
4,Statistics,Median,stat_median,Y12H,2.9984,2.9209,-0.1576,0.69193,1.0047,0.00010039,0.34248,0.0029698,0.19535
5,Statistics,Minimum,stat_min,1GSF,0.5371,0.64718,-1.4242,0.42469,0.048806,-0.025912,-0.11062,-0.81005,-1.87
6,Statistics,10th percentile,stat_p10,QG58,1.5237,1.5676,-0.61612,0.55869,0.48107,-0.0077859,0.12259,-0.29575,-0.52576
7,Statistics,90th percentile,stat_p90,8DWT,4.0284,3.8309,0.19896,0.81152,1.5062,0.0078017,0.65443,0.36484,0.93897
8,Statistics,Maximum,stat_max,84IY,5.3545,4.6942,0.63411,0.89548,2.5597,0.025665,1.2367,1.1827,2.0742
9,Statistics,Interquartile range,stat_iqr,SALO,1.3805,1.2249,0.43498,0.13898,0.57315,0.0079148,0.271,0.3255,0.78896
10,Statistics,Range,stat_range,2OJQ,4.8174,4.047,2.0583,0.47079,2.5109,0.051577,1.3474,1.9928,3.9442
11,Statistics,Mean absolute deviation,stat_mad,4FUA,0.7801,0.69522,0.2573,0.078014,0.32746,0.0048719,0.16381,0.20482,0.48131
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,0.57538,0.51604,0.17893,0.056789,0.23347,0.0032847,0.11289,0.13821,0.32878
13,Statistics,Median absolute deviation,stat_medad,N72L,0.77585,0.691,0.25621,0.077956,0.32745,0.004871,0.16248,0.2043,0.48128
14,Statistics,Coefficient of variation,stat_cov,7TET,0.32623,0.29756,-1.7282,0.13838,0.40576,-162.0504,0.56718,12.4573,3.2808
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.23615,0.21315,-1.2841,0.10067,0.28987,-509.827,0.38335,13.9064,2.0182
16,Statistics,Energy,stat_energy,N8CA,27085.2268,25364.1668,410.3193,1408.6056,3420.2188,0.11575,518.8976,204.7541,1202.977
17,Statistics,Root mean square,stat_rms,5ZWQ,3.0441,2.9458,0.37467,0.69419,1.0817,0.0062928,0.42133,0.26467,0.64153
