,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,7.8613,7.7188,-0.38909,3.161,3.0771,-6.5017e-05,1.7324,0.036942,0.46413
1,Statistics,Variance,stat_var,ECT3,25.882,21.1238,2.3822,1.0122,5.5148,0.0027103,1.1837,1.5701,7.6195
2,Statistics,Skewness,stat_skew,KE2A,0.68073,0.60625,-0.62324,0.33038,1.1754,0.15513,1.0806,0.34329,-0.0090927
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,-0.078987,-0.19379,0.4948,-0.38845,1.4791,0.82676,1.5298,1.7241,0.054681
4,Statistics,Median,stat_median,Y12H,7.3279,7.3485,-0.13064,3.0838,2.6032,-0.00050034,1.5321,0.0019522,0.32875
5,Statistics,Minimum,stat_min,1GSF,0.60882,0.88811,-7.8703,0.92402,0.028874,-0.23438,-0.89039,-5.5123,-9.7143
6,Statistics,10th percentile,stat_p10,QG58,1.7663,2.0179,-2.4716,1.915,0.5543,-0.064745,0.54323,-1.4449,-2.9936
7,Statistics,90th percentile,stat_p90,8DWT,14.7995,14.0516,1.3346,4.5922,6.3127,0.063146,3.217,1.5575,4.0366
8,Statistics,Maximum,stat_max,84IY,26.4874,22.5821,4.4109,5.8384,14.2321,0.21201,7.0963,6.8834,9.0533
9,Statistics,Interquartile range,stat_iqr,SALO,7.6854,6.7197,2.0376,1.4163,3.0733,0.061509,1.3498,1.406,3.675
10,Statistics,Range,stat_range,2OJQ,25.8786,21.694,12.2812,4.9144,14.2032,0.44638,7.9867,12.3958,18.7676
11,Statistics,Mean absolute deviation,stat_mad,4FUA,4.1649,3.7355,1.2317,0.81578,1.8404,0.039681,0.84059,0.93425,2.2
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,3.0833,2.7298,0.85996,0.58111,1.2835,0.026022,0.56456,0.59879,1.5359
13,Statistics,Median absolute deviation,stat_medad,N72L,4.1434,3.723,1.215,0.8136,1.8037,0.039679,0.82558,0.93374,2.1973
14,Statistics,Coefficient of variation,stat_cov,7TET,0.64715,0.59544,-3.9667,0.31828,0.76318,-800.7186,0.62801,33.9192,5.9474
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.5308,0.46756,-3.1814,0.22724,0.55945,-31.148,0.41701,3944.3112,3.5124
16,Statistics,Energy,stat_energy,N8CA,852189.1623,784358.0332,24623.7348,106950.1717,145621.4156,26.3412,40673.5823,15273.2149,76147.3894
17,Statistics,Root mean square,stat_rms,5ZWQ,9.3639,8.9835,1.5917,3.3173,3.8708,0.05206,2.0457,1.2536,2.7991
