,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,28.5533,28.206,-1.1035,119.3359,260.1485,-0.0076305,51.5346,-0.21399,0.4871
1,Statistics,Variance,stat_var,ECT3,3059.9697,1580.7867,3.4028,87.3794,18716.5084,25.3035,801.2966,870.0651,357.9597
2,Statistics,Skewness,stat_skew,KE2A,-0.36301,-0.86034,0.39111,-0.10006,0.59931,-0.0010684,0.66986,-0.0054184,-0.040698
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.49576,2.1047,1.3623,0.42342,0.16937,0.076145,0.80121,0.0098095,0.37969
4,Statistics,Median,stat_median,Y12H,32,35.4444,-1.1736,119.3639,244.5881,-0.025823,48.2562,-0.24546,0.76487
5,Statistics,Minimum,stat_min,1GSF,-199,-154.5556,-12.8007,83.9628,0.12281,-20.3448,-47.7836,-129.1763,-80.0137
6,Statistics,10th percentile,stat_p10,QG58,-43,-27.4444,-3.2887,107.7527,93.2524,-6.4051,18.4169,-37.99,-23.6063
7,Statistics,90th percentile,stat_p90,8DWT,94,64.4815,1.1105,131.0258,448.6775,6.4112,88.8062,37.7062,23.7953
8,Statistics,Maximum,stat_max,84IY,200,237.1852,9.6607,170.5809,1008.7885,22.3973,217.7383,129.5698,98.1107
9,Statistics,Interquartile range,stat_iqr,SALO,69,35.7407,2.4681,12.1381,192.0672,6.7573,36.661,39.5121,24.7589
10,Statistics,Range,stat_range,2OJQ,399,391.7408,22.4614,86.618,1008.6657,42.7421,265.5219,258.7461,178.1243
11,Statistics,Mean absolute deviation,stat_mad,4FUA,42.9349,28.2495,1.45,7.3465,110.4423,4.0032,22.2187,23.4966,14.8963
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,28.8287,16.189,1.0141,5.0478,79.0584,2.7969,15.2481,16.4055,10.2757
13,Statistics,Median absolute deviation,stat_medad,N72L,42.8281,27.4373,1.4491,7.3465,109.7905,4.0032,22.0617,23.4966,14.8945
14,Statistics,Coefficient of variation,stat_cov,7TET,1.9373,1.4096,-1.6717,0.078331,0.52589,-659.231,0.54929,-137.8445,38.8414
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,1.1311,0.54062,-1.0372,0.050808,0.38127,-4157.3503,0.36746,-97.1569,22.3988
16,Statistics,Energy,stat_energy,N8CA,308497920,189175295.8347,367817.9911,1140643354.5606,6877547104.3189,2014336.9847,275210006.6071,69266920.5198,28514985.7881
17,Statistics,Root mean square,stat_rms,5ZWQ,62.2479,48.748,2.1495,119.7014,293.9281,5.0303,58.7972,29.4976,18.9261
