,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,29.08,29.1092,0.001464,20.0021,56.3269,0.00010205,6.1008,0.02176,-0.56792
1,Statistics,Variance,stat_var,ECT3,89.2881,25.0767,0.14499,4.8165,1051.6844,0.30832,12.848,43.3195,51.6396
2,Statistics,Skewness,stat_skew,KE2A,-0.057704,-0.17879,-1.4396,2.3103,0.95058,0.0099867,1.11,-0.0020306,0.2509
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.18756,0.20771,25.3205,34.7074,1.1659,0.1891,4.1843,0.2124,5.1841
4,Statistics,Median,stat_median,Y12H,29,29.2593,0.023846,20.0356,50.828,0.00105,5.7103,-0.0026886,-0.058978
5,Statistics,Minimum,stat_min,1GSF,-15,3.6667,-3.5584,13.5326,0.12736,-2.8445,-4.9596,-36.7478,-32.6569
6,Statistics,10th percentile,stat_p10,QG58,17,22.6667,-0.29414,17.2859,19.4253,-0.70331,2.0129,-8.2924,-9.4025
7,Statistics,90th percentile,stat_p90,8DWT,41,35.3704,0.33074,22.3876,100.607,0.70328,10.5857,8.3809,7.1189
8,Statistics,Maximum,stat_max,84IY,77,56.9259,6.3608,71.6919,257.5925,2.5701,50.7778,29.4394,61.8682
9,Statistics,Interquartile range,stat_iqr,SALO,12,6.7778,0.31326,2.669,42.456,0.7355,4.4288,8.7239,8.0583
10,Statistics,Range,stat_range,2OJQ,92,53.2593,9.9192,58.1593,257.4651,5.4146,55.7373,66.1872,94.5252
11,Statistics,Mean absolute deviation,stat_mad,4FUA,7.4721,3.9913,0.22717,1.6214,25.5482,0.43972,2.7311,5.2146,5.2608
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,5.3297,2.8017,0.1309,1.114,17.7132,0.30506,1.8443,3.6187,3.3914
13,Statistics,Median absolute deviation,stat_medad,N72L,7.4696,3.9893,0.22628,1.6212,25.1712,0.43972,2.7126,5.2146,5.243
14,Statistics,Coefficient of variation,stat_cov,7TET,0.32494,0.17203,260.1004,0.10972,0.57574,5440.9348,0.58753,302.4758,-12.6533
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.2069,0.11619,6.0423,0.066785,0.39689,-306.7388,0.37787,205.3073,-15.1434
16,Statistics,Energy,stat_energy,N8CA,170655616,159245258.6993,26466.1616,73907555.518,771089558.1408,56277.8151,9139021.6191,7907277.4246,9484747.4729
17,Statistics,Root mean square,stat_rms,5ZWQ,30.5767,29.5368,0.38078,20.1222,64.9954,0.55526,7.0759,6.5818,7.2085
