,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,306.5175,306.4857,0.047541,34.7697,55.3712,0.003004,6.1524,-0.19758,0.82163
1,Statistics,Variance,stat_var,ECT3,398.2561,252.1495,2.1656,390.1775,1847.0736,4.0932,58.0765,107.2367,299.2237
2,Statistics,Skewness,stat_skew,KE2A,1.2044,0.84667,1.76,2.7426,3.3434,-0.038183,5.1882,-0.058967,1.5428
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,9.5511,4.8922,8.0541,9.5376,20.945,10.7505,48.4273,12.8921,6.0225
4,Statistics,Median,stat_median,Y12H,305.5216,305.6595,-0.062456,27.5744,46.6279,-0.001026,4.1274,-0.044866,-0.62131
5,Statistics,Minimum,stat_min,1GSF,171.9597,215.0028,-7.0429,16.5358,0.12931,-26.0379,-4.4237,-130.2564,-111.4893
6,Statistics,10th percentile,stat_p10,QG58,283.4382,287.4636,-1.4484,21.0065,17.48,-1.9495,1.3158,-10.9538,-17.2619
7,Statistics,90th percentile,stat_p90,8DWT,329.9081,326.0823,1.4194,59.3874,97.6568,1.9559,12.5187,10.5488,17.7832
8,Statistics,Maximum,stat_max,84IY,618.6285,493.9271,12.5875,213.9851,662.4893,22.9899,195.8749,142.2972,141.8638
9,Statistics,Interquartile range,stat_iqr,SALO,23.8805,20.4233,1.3844,13.0869,39.294,1.9248,4.3167,10.8003,17.1777
10,Statistics,Range,stat_range,2OJQ,446.6689,278.9244,19.6304,197.4494,662.3599,49.0278,200.2986,272.5536,253.3531
11,Statistics,Mean absolute deviation,stat_mad,4FUA,14.8678,12.2136,0.98942,13.2015,27.9723,1.3488,4.2916,7.1684,11.9533
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,9.9669,8.4212,0.58392,6.579,16.6195,0.80861,1.9797,4.5121,7.2255
13,Statistics,Median absolute deviation,stat_medad,N72L,14.8459,12.1953,0.98445,11.2585,26.9471,1.3488,3.8212,7.1672,11.8868
14,Statistics,Coefficient of variation,stat_cov,7TET,0.065107,0.051811,30.9542,0.56811,0.77617,673.4877,1.2387,-52.4113,21.0533
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.039027,0.033361,-9.451,0.21601,0.40017,514.8941,0.46447,-53.5503,-13.4417
16,Statistics,Energy,stat_energy,N8CA,15911106007.1197,15883178549.6883,365581.1358,269669425.4363,828521014.1952,690264.2994,16177050.3504,18090659.688,50574033.6092
17,Statistics,Root mean square,stat_rms,5ZWQ,307.1664,306.8967,1.4724,39.9889,70.0931,2.0232,9.7943,10.3574,17.3176
