,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,38.254,38.3373,-0.091332,17.821,42.8885,1.6525e-05,6.3937,-0.1482,-0.76498
1,Statistics,Variance,stat_var,ECT3,158.5592,113.8826,0.89599,58.2887,720.4063,0.22733,34.4993,41.2157,118.8116
2,Statistics,Skewness,stat_skew,KE2A,4.3523,5.6149,-1.463,4.0468,1.182,0.018099,3.9138,-0.92538,0.97076
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,37.5578,51.3283,25.5709,20.6493,2.0656,0.29381,26.7806,12.2999,10.4372
4,Statistics,Median,stat_median,Y12H,37,37.037,0.00014166,15.5352,37.6252,0.0006139,5.1842,-0.0089142,-0.34989
5,Statistics,Minimum,stat_min,1GSF,-37,-30.7407,-13.2141,11.05,0.046492,-2.6946,-7.801,-92.7619,-99.6466
6,Statistics,10th percentile,stat_p10,QG58,27,30.7407,-0.63345,13.7265,13.7061,-0.60605,1.7586,-6.9353,-12.6576
7,Statistics,90th percentile,stat_p90,8DWT,48,45.0,0.53567,23.2038,78.8817,0.60272,11.3691,6.7398,8.7349
8,Statistics,Maximum,stat_max,84IY,200,212.3704,13.8946,131.1895,255.5294,3.0121,132.2552,75.168,124.1167
9,Statistics,Interquartile range,stat_iqr,SALO,11,6.8148,0.37522,2.979,34.2271,0.62956,4.4843,7.0057,9.9455
10,Statistics,Range,stat_range,2OJQ,237,243.1111,27.1088,120.1396,255.483,5.7067,140.0562,167.9299,223.7633
11,Statistics,Mean absolute deviation,stat_mad,4FUA,7.5341,5.5378,0.47367,4.2038,20.8679,0.377,3.5506,4.5214,7.1772
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,4.5646,2.8885,0.17612,1.4769,14.2825,0.2612,1.9176,2.9152,4.2394
13,Statistics,Median absolute deviation,stat_medad,N72L,7.4586,5.4065,0.4607,3.4512,20.4473,0.377,3.3804,4.5199,7.1676
14,Statistics,Coefficient of variation,stat_cov,7TET,0.32917,0.27836,-10.364,0.42841,0.62582,28853.2325,0.91866,-43.3182,-14.2488
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.14667,0.091634,-34.5535,0.09339,0.42674,-454.578,0.4096,-114.414,-8.7863
16,Statistics,Energy,stat_energy,N8CA,332275680,324430694.5156,185266.8117,77003707.2856,524420313.6536,46571.5606,15442445.2101,8448162.1265,24460215.8341
17,Statistics,Root mean square,stat_rms,5ZWQ,40.2731,39.7949,0.95097,19.3875,50.5948,0.47679,8.6821,6.4217,10.9269
