,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,1.4393,1.4347,-0.016489,0.80491,0.5945,-1.2953e-05,0.41731,-0.0041126,0.014542
1,Statistics,Variance,stat_var,ECT3,2.0671,1.7038,0.17161,0.094814,0.42977,4.6466e-05,0.086466,0.1092,0.50328
2,Statistics,Skewness,stat_skew,KE2A,1.624,1.3765,-2.3834,0.14821,1.8223,0.06562,1.7787,0.94221,1.6296
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,2.9933,1.8191,9.7796,-0.46343,3.9072,1.1393,6.167,6.7718,6.3555
4,Statistics,Median,stat_median,Y12H,0.85915,0.96732,0.063278,0.81292,0.33295,-8.0893e-05,0.36022,-0.01071,-0.068968
5,Statistics,Minimum,stat_min,1GSF,0.058178,0.090864,-3.5022,0.16871,0.00047673,-0.033099,-0.27395,-2.1004,-2.0961
6,Statistics,10th percentile,stat_p10,QG58,0.20804,0.23278,-0.50278,0.3899,0.058995,-0.008145,0.11911,-0.35783,-0.71563
7,Statistics,90th percentile,stat_p90,8DWT,3.4397,3.3104,0.34258,1.2022,1.494,0.0083213,0.77489,0.31692,0.84768
8,Statistics,Maximum,stat_max,84IY,10.2825,8.8366,1.3492,1.7931,4.9701,0.036772,2.6375,3.0785,5.8819
9,Statistics,Interquartile range,stat_iqr,SALO,1.804,1.7306,0.28782,0.45982,0.74897,0.007806,0.33172,0.2863,0.66986
10,Statistics,Range,stat_range,2OJQ,10.2243,8.7457,4.8514,1.6244,4.9696,0.069871,2.9115,5.1789,7.978
11,Statistics,Mean absolute deviation,stat_mad,4FUA,1.1224,1.0385,0.26921,0.25268,0.49722,0.0051309,0.21582,0.2197,0.49527
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,0.76754,0.73062,0.13738,0.18476,0.32622,0.0033119,0.14037,0.1242,0.29762
13,Statistics,Median absolute deviation,stat_medad,N72L,1.0416,0.98422,0.25337,0.25261,0.45776,0.0051306,0.21066,0.2196,0.48994
14,Statistics,Coefficient of variation,stat_cov,7TET,0.99893,0.90979,-25.1234,0.38255,1.1027,-526.2559,0.70463,-80.3495,48.7835
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.71423,0.68107,2.5934,0.29105,0.75782,-52.825,0.43131,-9.3485,-4.8658
16,Statistics,Energy,stat_energy,N8CA,109122.2461,99198.3389,4532.1083,19582.7036,20650.5023,1.2252,6871.6574,2879.6017,13275.4903
17,Statistics,Root mean square,stat_rms,5ZWQ,2.0344,1.9396,0.41459,0.8618,0.88498,0.0068166,0.51051,0.33047,0.70957
