,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,1.152,1.1424,-0.025585,0.96486,0.58679,-3.3601e-05,0.7482,0.0014491,0.019942
1,Statistics,Variance,stat_var,ECT3,0.77484,0.59942,0.070275,0.12082,0.26172,0.00080567,0.29301,0.10503,0.062507
2,Statistics,Skewness,stat_skew,KE2A,2.2337,2.1558,-1.5271,0.97547,2.2835,0.018728,2.2255,0.79133,0.98088
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,6.7882,5.5546,6.2069,0.2757,7.7506,4.0233,9.075,5.2219,3.4829
4,Statistics,Median,stat_median,Y12H,0.90585,0.92263,0.012098,0.8519,0.44225,-0.00016143,0.62248,-0.024398,-0.0031921
5,Statistics,Minimum,stat_min,1GSF,0.012123,0.13217,-2.3222,0.3509,0.0021757,-0.18325,-0.44655,-2.175,-0.91021
6,Statistics,10th percentile,stat_p10,QG58,0.3935,0.49336,-0.32997,0.61047,0.13773,-0.030611,0.24384,-0.33638,-0.24756
7,Statistics,90th percentile,stat_p90,8DWT,2.1757,2.0388,0.24065,1.4923,1.2052,0.031335,1.3876,0.36722,0.31602
8,Statistics,Maximum,stat_max,84IY,7.8612,5.7146,1.236,2.1845,5.3026,0.21476,6.1536,3.1669,1.5259
9,Statistics,Interquartile range,stat_iqr,SALO,0.84416,0.71969,0.27592,0.47496,0.50339,0.029054,0.54006,0.33765,0.27164
10,Statistics,Range,stat_range,2OJQ,7.849,5.5824,3.5582,1.8336,5.3004,0.39801,6.6001,5.3418,2.4361
11,Statistics,Mean absolute deviation,stat_mad,4FUA,0.61577,0.53821,0.18808,0.2821,0.36053,0.020175,0.38148,0.23073,0.18194
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,0.36419,0.31306,0.11601,0.19734,0.21843,0.012344,0.23299,0.14262,0.11455
13,Statistics,Median absolute deviation,stat_medad,N72L,0.57909,0.50761,0.18522,0.2655,0.3396,0.020174,0.3662,0.22963,0.18089
14,Statistics,Coefficient of variation,stat_cov,7TET,0.76412,0.67771,-10.3615,0.36025,0.87184,-844.7532,0.72347,223.6427,12.5373
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.42251,0.36287,-74.0145,0.2497,0.502,1317.6125,0.40259,-12.5535,23.4987
16,Statistics,Energy,stat_energy,N8CA,38275.2255,34681.432,1291.6224,19152.9442,11035.9766,14.6712,15529.8799,1912.7212,1145.4864
17,Statistics,Root mean square,stat_rms,5ZWQ,1.4498,1.38,0.26633,1.0256,0.77849,0.028384,0.92348,0.32409,0.25081
