,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,31.8386,31.835,-0.053404,78.6058,68.651,0.00041018,32.2869,0.021157,-0.21095
1,Statistics,Variance,stat_var,ECT3,972.0078,280.6652,0.69546,69.6181,1701.6089,7.904,330.2738,440.5522,172.167
2,Statistics,Skewness,stat_skew,KE2A,-0.27234,-1.639,0.78781,0.27051,1.4135,0.0049816,0.81179,-0.0064887,0.12438
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.75038,7.6103,11.3109,0.03607,3.9051,0.17965,2.9616,0.14489,1.4109
4,Statistics,Median,stat_median,Y12H,33,33.0,-0.038541,78.3949,61.5676,0.001482,30.3871,0.049396,-0.12621
5,Statistics,Minimum,stat_min,1GSF,-172,-115.7778,-5.6396,53.4158,0.11936,-14.0895,-38.6011,-104.9151,-73.9267
6,Statistics,10th percentile,stat_p10,QG58,-7,14.5926,-0.90243,67.9822,23.8488,-3.5671,10.9952,-26.6761,-16.4693
7,Statistics,90th percentile,stat_p90,8DWT,70,50.0,0.73657,89.2984,120.5839,3.5706,56.079,26.7099,15.771
8,Statistics,Maximum,stat_max,84IY,168,100.1481,14.416,115.6205,459.2358,13.1977,323.0473,113.7922,107.4734
9,Statistics,Interquartile range,stat_iqr,SALO,40,18.0741,0.80497,11.5889,49.808,3.7076,23.4274,27.8599,16.6498
10,Statistics,Range,stat_range,2OJQ,340,215.9259,20.0557,62.2047,459.1164,27.2872,361.6483,218.7073,181.4001
11,Statistics,Mean absolute deviation,stat_mad,4FUA,24.3679,11.8338,0.56113,6.7115,31.1667,2.2237,14.182,16.6489,10.167
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,16.7804,7.5415,0.3381,4.7708,20.825,1.5386,9.7443,11.5688,6.9223
13,Statistics,Median absolute deviation,stat_medad,N72L,24.3594,11.792,0.56097,6.7095,30.6362,2.2237,14.0996,16.6489,10.1668
14,Statistics,Coefficient of variation,stat_cov,7TET,0.97922,0.52625,-15.6156,0.10615,0.60087,6854.0823,0.56287,992.0904,-62.1999
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.625,0.27477,-8.4345,0.073942,0.38685,-1106.4823,0.3746,1038.1103,-38.083
16,Statistics,Energy,stat_energy,N8CA,1446659072,942824726.5999,508743.7047,4552252382.7186,4673251492.3901,5758363.7211,1000075941.7328,320958903.0949,125462445.9175
17,Statistics,Root mean square,stat_rms,5ZWQ,44.5612,35.9741,0.83565,79.0474,80.091,2.8114,37.0502,20.9893,13.1229
