,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,24.8319,24.8422,0.058629,76.8978,307.9178,-0.00041056,26.5302,0.034337,-0.14295
1,Statistics,Variance,stat_var,ECT3,936.8706,181.6291,0.32658,109.2627,29034.2907,5.1176,382.8241,492.9467,166.3316
2,Statistics,Skewness,stat_skew,KE2A,-0.018921,-0.17924,1.4267,1.4411,0.82175,-0.0058341,3.0474,0.0081738,0.061061
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.095909,0.33521,12.4868,5.0215,0.77947,0.47101,21.5622,0.14979,2.289
4,Statistics,Median,stat_median,Y12H,25,25.2593,0.038351,75.8431,283.722,0.0030469,23.6811,0.013089,-0.020788
5,Statistics,Minimum,stat_min,1GSF,-122,-49.0741,-2.3292,39.7705,0.39339,-16.9918,-42.1977,-108.4044,-178.4527
6,Statistics,10th percentile,stat_p10,QG58,-14,7.6296,-0.60605,65.7562,108.2051,-2.8347,7.6388,-28.1669,-15.8187
7,Statistics,90th percentile,stat_p90,8DWT,64,41.5556,0.71057,87.9703,539.2874,2.8278,46.6491,28.2481,15.2841
8,Statistics,Maximum,stat_max,84IY,178,96.8889,10.0699,156.6834,1313.1604,13.9789,374.8876,114.8636,125.763
9,Statistics,Interquartile range,stat_iqr,SALO,41,17.5556,0.6731,11.2623,227.6994,2.922,19.9392,29.4779,15.9046
10,Statistics,Range,stat_range,2OJQ,300,145.963,12.3991,116.9129,1312.767,30.9708,417.0853,223.2681,304.2157
11,Statistics,Mean absolute deviation,stat_mad,4FUA,24.3209,10.6076,0.42091,7.4697,135.104,1.7734,13.2028,17.6079,9.8651
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,17.0884,7.2953,0.28034,4.705,94.4952,1.2143,8.339,12.2339,6.6251
13,Statistics,Median absolute deviation,stat_medad,N72L,24.3189,10.6026,0.42058,7.4158,133.7446,1.7734,12.9861,17.6079,9.8646
14,Statistics,Coefficient of variation,stat_cov,7TET,1.2326,0.5425,9.7474,0.13593,0.55338,-5510.1121,0.7375,646.6,-90.2219
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.83673,0.35059,7.7493,0.074051,0.38683,-1599.4435,0.40538,538.4937,-95.6955
16,Statistics,Energy,stat_energy,N8CA,1250305792,642872324.8987,265612.9685,4847143981.1589,99676916042.8099,4118798.0411,874593496.908,396741738.8666,133885959.6362
17,Statistics,Root mean square,stat_rms,5ZWQ,39.4144,28.2624,0.57448,77.605,351.9199,2.2622,32.9647,22.2024,12.8978
