,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,592.1796,591.7404,-0.96901,71.6024,116.6877,0.0014985,7.3933,-0.046688,0.79333
1,Statistics,Variance,stat_var,ECT3,41374.367,39631.0452,24.7343,2298.0733,15107.7324,8.4422,52.2389,756.6616,1541.7177
2,Statistics,Skewness,stat_skew,KE2A,0.18812,0.19184,-0.24325,2.7698,5.0081,0.056263,4.1008,-0.25607,-0.016262
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,-1.4859,-1.4761,1.0962,10.3663,46.4393,5.5177,37.2926,12.9428,4.0317
4,Statistics,Median,stat_median,Y12H,569.2828,571.6547,-0.55119,56.5211,85.0139,-6.4412e-05,5.4488,-0.077634,0.060627
5,Statistics,Minimum,stat_min,1GSF,102.2511,220.6954,-28.1689,15.7738,0.10425,-28.9864,-7.0316,-330.1258,-294.1081
6,Statistics,10th percentile,stat_p10,QG58,351.9847,355.228,-7.645,35.4216,30.2302,-3.1314,1.8562,-24.1566,-39.4917
7,Statistics,90th percentile,stat_p90,8DWT,880.1234,876.3011,4.6743,125.6443,225.5185,3.142,14.9237,23.7133,43.7048
8,Statistics,Maximum,stat_max,84IY,1079.5499,972.3257,24.7197,449.1875,2798.3475,29.6229,198.2427,304.6152,295.5291
9,Statistics,Interquartile range,stat_iqr,SALO,392.263,384.6635,5.5559,37.4953,87.0144,3.077,5.8071,21.142,35.4149
10,Statistics,Range,stat_range,2OJQ,977.2987,751.6303,52.8886,433.4137,2798.2433,58.6094,205.2743,634.7411,589.6372
11,Statistics,Mean absolute deviation,stat_mad,4FUA,185.5815,181.0822,3.7444,31.8473,72.3884,2.0683,4.602,16.9704,26.8736
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,159.9231,155.7881,2.4079,17.2192,38.2012,1.294,2.5595,9.1046,15.4003
13,Statistics,Median absolute deviation,stat_medad,N72L,185.1672,180.7344,3.7266,28.8146,66.5686,2.0683,4.2729,16.9704,26.8647
14,Statistics,Coefficient of variation,stat_cov,7TET,0.34349,0.33642,-5.1324,0.66951,1.0534,1938.9599,0.9776,-589.1813,49.4935
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.3327,0.32687,-3.3324,0.3016,0.45925,-242.2542,0.47195,-69.2252,558.3333
16,Statistics,Energy,stat_energy,N8CA,279132508375.8586,277521113643.4326,18278877.4013,5286438865.239,20450739780.5056,6010665.0184,76110316.163,538729444.3822,1098120281.383
17,Statistics,Root mean square,stat_rms,5ZWQ,626.1398,624.3299,5.0669,86.1683,169.4808,2.9055,10.3392,27.5075,39.2727
