,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,1.7711,1.7502,-0.055757,0.86887,0.738,-2.8229e-05,0.66503,0.0056044,0.053132
1,Statistics,Variance,stat_var,ECT3,0.28787,0.16755,0.056467,0.018524,0.18063,0.00051813,0.10474,0.082216,0.064967
2,Statistics,Skewness,stat_skew,KE2A,0.68625,0.1407,-0.99208,-0.39763,1.1535,0.052756,0.59447,0.62811,0.84589
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,2.2895,1.3638,3.427,-0.23697,2.7849,0.38139,0.44938,1.938,2.3289
4,Statistics,Median,stat_median,Y12H,1.7437,1.7694,-0.03261,0.88666,0.67785,-0.00018476,0.62973,-0.012314,0.027344
5,Statistics,Minimum,stat_min,1GSF,0.36098,0.46695,-2.342,0.47216,0.0045777,-0.10179,-0.18264,-0.90533,-0.68443
6,Statistics,10th percentile,stat_p10,QG58,1.1189,1.2149,-0.3538,0.6743,0.25517,-0.02872,0.27972,-0.33385,-0.23905
7,Statistics,90th percentile,stat_p90,8DWT,2.4356,2.2244,0.21709,1.0178,1.2852,0.02879,1.0865,0.36495,0.37327
8,Statistics,Maximum,stat_max,84IY,6.2834,4.3308,0.63515,1.1992,3.8442,0.14146,2.0798,2.5575,1.6266
9,Statistics,Interquartile range,stat_iqr,SALO,0.6752,0.50722,0.2936,0.1906,0.549,0.029837,0.43313,0.36398,0.31691
10,Statistics,Range,stat_range,2OJQ,5.9224,3.8639,2.9771,0.72706,3.8396,0.24324,2.2624,3.4629,2.311
11,Statistics,Mean absolute deviation,stat_mad,4FUA,0.41329,0.3151,0.18133,0.11036,0.32888,0.017978,0.25632,0.22168,0.195
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,0.28068,0.2123,0.1221,0.078346,0.22637,0.012435,0.17797,0.15043,0.13146
13,Statistics,Median absolute deviation,stat_medad,N72L,0.41265,0.31472,0.18032,0.10951,0.32517,0.017978,0.2547,0.22116,0.19389
14,Statistics,Coefficient of variation,stat_cov,7TET,0.30294,0.23388,-4.2619,0.15664,0.57589,-806.3579,0.48665,51.1619,4.7972
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.19225,0.14455,-3.5331,0.10889,0.39076,-780.0131,0.33366,-32.5503,3.8842
16,Statistics,Energy,stat_energy,N8CA,44643.2041,42115.3146,776.6251,10082.8307,9454.8063,6.7543,7130.8061,1072.181,883.7053
17,Statistics,Root mean square,stat_rms,5ZWQ,1.8506,1.7974,0.24408,0.87947,0.85164,0.022762,0.7396,0.28679,0.26036
