,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,280.4883,280.6366,0.48994,23.919,8.7109,0.00024683,3.6517,0.049861,0.11114
1,Statistics,Variance,stat_var,ECT3,1212.8937,1068.1974,2.8739,354.5936,85.3982,0.13917,17.2479,94.9095,245.6043
2,Statistics,Skewness,stat_skew,KE2A,4.1101,4.2973,0.36768,2.8843,5.3081,0.073261,3.9188,0.53907,-0.63496
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,26.7846,28.5763,9.8068,11.2054,47.9178,31.2534,23.0006,25.4326,13.6049
4,Statistics,Median,stat_median,Y12H,274.8319,275.192,0.30802,17.1515,6.4753,0.00064691,2.3714,-0.0029075,0.12796
5,Statistics,Minimum,stat_min,1GSF,122.5155,143.3675,-14.789,7.272,0.012064,-7.0839,-3.8001,-173.7222,-195.3666
6,Statistics,10th percentile,stat_p10,QG58,254.3889,256.3837,-0.81904,10.8705,2.405,-0.35781,0.9709,-8.0813,-12.7959
7,Statistics,90th percentile,stat_p90,8DWT,305.2846,303.8454,2.239,45.3956,16.1928,0.35839,7.5711,8.0923,14.2478
8,Statistics,Maximum,stat_max,84IY,712.5303,643.2621,16.7103,213.3243,183.2777,7.7004,76.2146,214.8563,176.6806
9,Statistics,Interquartile range,stat_iqr,SALO,23.0602,21.3011,1.335,14.4476,6.0806,0.35053,2.5318,7.242,11.3542
10,Statistics,Range,stat_range,2OJQ,590.0147,499.8946,31.4993,206.0523,183.2656,14.7843,80.0148,388.5785,372.0472
11,Statistics,Mean absolute deviation,stat_mad,4FUA,19.5754,18.2252,1.0748,12.5023,5.2208,0.24242,2.4982,5.8026,9.493
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,9.9019,9.1755,0.58032,6.6397,2.6637,0.14747,1.1868,3.1065,4.9682
13,Statistics,Median absolute deviation,stat_medad,N72L,18.832,17.4683,1.0607,11.0184,4.8042,0.24242,2.1892,5.8024,9.493
14,Statistics,Coefficient of variation,stat_cov,7TET,0.12416,0.11646,3.4601,0.78727,1.0609,1511.3526,1.1373,195.3871,141.0043
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.041835,0.0386,1.6496,0.36091,0.4304,369.1538,0.45592,-483.0072,34.565
16,Statistics,Energy,stat_energy,N8CA,48603161688.1115,48565745148.3839,1894517.2211,563814984.037,98121865.2674,84669.4123,18606642.5086,57744650.362,149433651.1476
17,Statistics,Root mean square,stat_rms,5ZWQ,282.6422,282.5333,1.7646,30.442,12.6995,0.37305,5.5302,9.7423,15.6722
