,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,40.5628,41.2341,0.77624,75.6404,239.4432,0.00035395,21.4419,-0.27412,-1.829
1,Statistics,Variance,stat_var,ECT3,982.3143,426.0537,11.7487,1455.1565,27244.7159,4.0633,199.1191,667.6078,1308.9567
2,Statistics,Skewness,stat_skew,KE2A,0.062582,3.4488,4.1216,3.8418,1.4546,-0.0087273,1.1597,-1.2273,-4.2737
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,0.87381,37.1903,18.8262,21.1899,3.8129,1.5336,2.6305,11.1267,30.5651
4,Statistics,Median,stat_median,Y12H,40,40.3704,0.067335,74.0963,200.7826,0.0014533,18.9562,-0.032465,-0.10744
5,Statistics,Minimum,stat_min,1GSF,-175,-90.963,-18.9213,25.5991,0.27583,-13.7704,-36.9964,-299.8728,-397.5009
6,Statistics,10th percentile,stat_p10,QG58,2,20.7778,-0.77335,41.5428,68.8232,-2.4205,6.1974,-27.6629,-18.7984
7,Statistics,90th percentile,stat_p90,8DWT,79,60.7407,1.2646,93.5113,465.0456,2.4213,39.9754,27.9378,20.3429
8,Statistics,Maximum,stat_max,84IY,200,387.3703,28.9182,483.7487,2148.887,17.6302,185.6977,164.58,162.0059
9,Statistics,Interquartile range,stat_iqr,SALO,39,20.0,0.84252,28.5878,203.4977,2.3788,17.2636,27.5362,17.9138
10,Statistics,Range,stat_range,2OJQ,375,478.3333,47.8396,458.1496,2148.6111,31.4006,222.6941,464.4528,559.5067
11,Statistics,Mean absolute deviation,stat_mad,4FUA,24.1951,13.3766,1.5886,20.9183,126.8286,1.5255,10.8163,18.1409,17.0182
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,16.3633,8.3748,0.36682,11.8244,85.8121,1.0006,7.2431,11.5563,7.6409
13,Statistics,Median absolute deviation,stat_medad,N72L,24.1946,13.3557,1.3075,20.8662,123.015,1.5255,10.6272,18.1397,16.9245
14,Statistics,Coefficient of variation,stat_cov,7TET,0.77268,0.50058,4.4157,0.50431,0.68935,5695.0638,0.6581,-94.2586,-19.7814
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.48148,0.24725,5.3168,0.20516,0.46236,1087.0991,0.42806,381.2372,-83.1081
16,Statistics,Energy,stat_energy,N8CA,2350366208,1901927336.4679,11047903.0583,6419305515.5241,75652601642.2338,3634531.1676,589344363.7156,597225032.9869,1173819841.2753
17,Statistics,Root mean square,stat_rms,5ZWQ,51.2606,46.1119,3.5144,84.715,290.8225,2.0158,25.6685,25.8396,36.2257
