,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,363.6747,366.6735,5.2963,44.9351,14.2338,-0.0010624,3.6914,-0.32134,-5.1764
1,Statistics,Variance,stat_var,ECT3,27402.0052,26830.9978,38.2523,788.4718,163.4775,0.026599,11.5071,349.7483,1471.1033
2,Statistics,Skewness,stat_skew,KE2A,1.7919,1.7338,-0.49055,0.78803,2.4833,-0.081576,2.4744,0.0092785,-0.76142
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,2.6152,2.3921,1.4268,0.075871,9.4653,2.1939,12.0398,5.0356,2.5041
4,Statistics,Median,stat_median,Y12H,309.5643,312.2278,5.0587,39.5846,10.5257,-7.1907e-05,2.7029,-0.10187,-1.3052
5,Statistics,Minimum,stat_min,1GSF,167.7633,185.695,-28.599,8.7042,0.031663,-0.98466,-3.3073,-137.0204,-246.7182
6,Statistics,10th percentile,stat_p10,QG58,226.9125,229.4206,-0.83737,13.5219,3.4732,-0.18888,0.76289,-19.4805,-53.198
7,Statistics,90th percentile,stat_p90,8DWT,624.0977,624.2712,13.2351,83.5096,29.3703,0.18526,7.87,18.3965,36.9795
8,Statistics,Maximum,stat_max,84IY,1059.3296,1014.392,23.1248,168.0006,139.8391,1.0916,50.0274,163.8431,253.1242
9,Statistics,Interquartile range,stat_iqr,SALO,121.7468,130.7773,8.7839,44.2537,12.0856,0.18016,3.5978,13.8338,41.4116
10,Statistics,Range,stat_range,2OJQ,891.5663,828.697,51.7238,159.2964,139.8075,2.0763,53.3347,300.8635,499.8424
11,Statistics,Mean absolute deviation,stat_mad,4FUA,119.4751,119.6461,4.8847,23.5002,8.8771,0.12018,2.4303,12.0862,28.1899
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,63.9432,65.7751,3.4984,17.9711,5.2789,0.076133,1.5418,6.3016,17.7525
13,Statistics,Median absolute deviation,stat_medad,N72L,105.5251,105.9972,4.8814,23.2134,8.294,0.12018,2.3003,12.0841,27.993
14,Statistics,Coefficient of variation,stat_cov,7TET,0.45517,0.44672,1.1678,0.6249,0.89827,-153.5068,0.91895,-58.1978,-7.4096
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.18931,0.19913,0.81093,0.52158,0.50274,345.7862,0.56706,-56.2776,-8.534
16,Statistics,Energy,stat_energy,N8CA,12784560879.8324,12914211008.0214,5309119.8152,224815524.8444,29312971.3791,2129.964,2012514.0366,28013660.6625,119941220.6348
17,Statistics,Root mean square,stat_rms,5ZWQ,399.5764,401.5974,8.1427,52.9871,19.1332,0.1631,5.0133,18.7043,38.7027
