,family,feature_name,feature_tag,ibsi_identifier,ID_1,ID_2,ID_3,ID_4,ID_5,ID_6,ID_7,ID_8,ID_9
0,Statistics,Mean,stat_mean,Q4LE,341.9726,342.3381,0.74027,38.4968,63.8563,-0.00085293,4.5143,-0.097449,-0.096672
1,Statistics,Variance,stat_var,ECT3,705.5564,515.8029,6.3026,691.9582,3541.8402,1.7365,25.8445,183.5402,344.2756
2,Statistics,Skewness,stat_skew,KE2A,2.3697,2.879,2.9645,2.4946,3.9723,-0.10848,3.6064,-0.55504,-0.60243
3,Statistics,(Excess) kurtosis,stat_kurt,IPH6,24.1586,25.7918,11.5978,7.6482,27.4702,8.6734,20.605,16.3905,8.3886
4,Statistics,Median,stat_median,Y12H,341.2962,341.5479,0.10808,28.2779,49.173,0.00048233,2.9,0.026436,0.11346
5,Statistics,Minimum,stat_min,1GSF,17.7174,163.1646,-14.411,14.115,0.14057,-22.0895,-9.6704,-183.556,-164.8729
6,Statistics,10th percentile,stat_p10,QG58,316.0059,320.57,-0.85146,20.1029,17.7843,-1.3414,1.0633,-11.7452,-17.0465
7,Statistics,90th percentile,stat_p90,8DWT,364.2629,360.782,2.7587,72.7543,120.6703,1.3372,9.7382,11.6196,16.586
8,Statistics,Maximum,stat_max,84IY,774.8695,719.5681,17.8565,269.9514,980.3369,13.6168,91.2197,168.2146,179.0416
9,Statistics,Interquartile range,stat_iqr,SALO,23.1228,18.9078,1.2683,19.8019,46.6043,1.295,3.4438,10.867,14.5573
10,Statistics,Range,stat_range,2OJQ,757.1522,556.4035,32.2675,255.8364,980.1963,35.7063,100.8901,351.7707,343.9145
11,Statistics,Mean absolute deviation,stat_mad,4FUA,16.6277,13.9668,1.4594,18.1555,36.8555,0.90245,3.184,8.3599,11.7289
12,Statistics,Robust mean absolute deviation,stat_rmad,1128,9.778,8.0391,0.59085,9.7232,20.2536,0.54538,1.5997,4.6275,6.3089
13,Statistics,Median absolute deviation,stat_medad,N72L,16.6166,13.9489,1.3037,15.6977,34.4762,0.90245,2.8189,8.3592,11.7272
14,Statistics,Coefficient of variation,stat_cov,7TET,0.077674,0.066342,3.3913,0.68331,0.93199,-1544.9854,1.1261,-139.0234,-191.9342
15,Statistics,Quartile coefficient of dispersion,stat_qcod,9S40,0.033909,0.027705,2.4913,0.30307,0.43582,2142.1653,0.49495,1034.0191,532.8758
16,Statistics,Energy,stat_energy,N8CA,49781227008.8505,49806777617.6815,2898650.8688,919861760.3557,3224003106.9129,734756.0711,19558455.8295,77664846.413,145676235.0133
17,Statistics,Root mean square,stat_rms,5ZWQ,343.0026,343.0906,2.6174,46.6258,87.2896,1.3178,6.7988,13.5481,18.5549
